PrefID,F1.mean,F1.low,F1.high,F2.mean,F2.low,F2.high,F1.log.mean,F1.log.sd,F2.log.mean,F2.log.sd,Disease,Pref
7,1.158963191187114,0.9372749915725451,1.414092178167797,0.9654177089874838,0.7655415378501209,1.1998465858777108,0.14205631767251464,0.1046227587914677,-0.041772362670517205,0.1147413691021904,Bacillary dysentery,5108
8,0.9331702755128377,0.776301356732102,1.1108439847934959,0.9885145233769995,0.8031948680283643,1.2056611727352007,-0.07332535669603844,0.09122073795999504,-0.016927608647754992,0.10368568828492229,Bacillary dysentery,5109
9,1.1712542422170746,0.9740164183260782,1.3678959407220148,1.0606968687011558,0.889724594156814,1.290702700452074,0.1543939698783993,0.08612161236672779,0.054453932548048145,0.0940964136963086,Bacillary dysentery,5110
10,1.1185105402135609,0.9146693032952901,1.3224620870458195,1.2158369414801187,1.02757599942356,1.446753177329217,0.10736970600997375,0.09658312888477978,0.19165841539709516,0.08671035833655401,Bacillary dysentery,5111
11,1.104443681333038,0.9023828801673751,1.3388906451902096,0.7988167464133109,0.6317476782608159,0.9923091232364901,0.09432393477092046,0.10016608627513701,-0.2311720258989576,0.11446918604569734,Bacillary dysentery,5113
12,1.0001517808343277,0.8401641914342688,1.1805818530096075,0.913659090758761,0.7466568838230635,1.1072296766841512,-0.003574884138251495,0.08632996339506371,-0.09519464510647441,0.0989298948858069,Bacillary dysentery,5114
13,1.1557505244459942,0.9450446898797848,1.381635865487646,1.098517806777057,0.8930166509726161,1.328261841043626,0.14015048041670922,0.09610015019567089,0.08895686071633738,0.1001573377990902,Bacillary dysentery,5115
14,0.9178305683652535,0.7482638220193992,1.1152051413940933,1.0489283583843216,0.807837069046999,1.3274232763564122,-0.09086593391570821,0.10120217295178664,0.03975420803038386,0.12681432205419493,Bacillary dysentery,5116
15,0.9724020823574194,0.7978042337109402,1.1693965481494104,0.91558152906293655,0.733770150761589,1.1313059716922904,-0.03273341359951791,0.09750990256509212,-0.09431297602373381,0.11052322560551803,Bacillary dysentery,5117
16,1.2881794102518112,1.0551527264563425,1.557775671866651,1.055040021986725,0.8482431224112134,1.2942702011314524,0.24830594138157763,0.09921850863023242,0.04774062204550494,0.1080954633560134,Bacillary dysentery,5118
17,1.3411700566707099,1.0655766518779823,1.6499401345314997,0.9276856084046179,0.7226352189710059,1.1799572922923782,0.28732993656975886,0.11164423887661781,-0.08288243440457257,0.12499769560351359,Bacillary dysentery,5119
18,0.9220706327012534,0.7477755624557596,1.1100365443510496,0.9663437046821083,0.7820902248705844,1.1910760127087792,-0.08606536599259165,0.09953959668901136,-0.03996269108466577,0.10680627575833529,Bacillary dysentery,5120
19,1.1016457672159208,0.9088059468437124,1.3073039959660955,0.8662487826327622,0.7172067182200295,1.0509351886170482,0.09249996924505927,0.09299401910564917,-0.14828269759143678,0.09677745880431936,Bacillary dysentery,5132
20,0.9870431123027894,0.8224402077564539,1.2086093983254775,1.0414387423147389,0.8782303123283146,1.238134696087784,-0.017831974061472668,0.09739944906495542,0.03677598047372217,0.08734503738263993,Bacillary dysentery,5133
21,1.1003198622051826,0.981840089763915,1.2271917006574968,1.0844242423835047,0.9658359050321365,1.213182856162971,0.09399937084706926,0.05660960963800235,0.07937741563002126,0.0578282859769583,Bacillary dysentery,5134
1,0.9455828838549002,0.7767851535498688,1.1399810317346026,1.1422587020671395,0.9327883319113537,1.3849008829839518,-0.06067156974449195,0.09714070879800664,0.12796009473569023,0.10044580762273556,Hepatitis A,5101
2,0.9489858590293054,0.7519162885995376,1.1945893696775944,1.220861111137403,0.9204085423137232,1.576613837235899,-0.05927200962826891,0.1173435332218118,0.19037427119518138,0.13566489140843394,Hepatitis A,5103
3,1.1689073458319272,0.9272409028297351,1.4542190697630277,1.0933325972583707,0.8447730388404616,1.3466866828890367,0.14961229826506098,0.11366196986799118,0.08244337342213019,0.11722707741567541,Hepatitis A,5104
4,1.2004692814147266,0.9589710831167654,1.4820720137851024,0.9879842860445275,0.7583512244985698,1.2571443475516204,0.17660983272044165,0.11050852473560988,-0.0203762120870763,0.12888646353956731,Hepatitis A,5105
5,0.9545304842135917,0.781956939070776,1.170319924719908,1.1724304518541722,0.9322837350733204,1.440530620297353,-0.05178545207224336,0.10219763368936094,0.15295165275060416,0.11091415058311194,Hepatitis A,5106
6,1.1775802842967595,0.936072623236349,1.4614394395859878,0.9001036694024788,0.6909492528348564,1.15148871372856,0.15705398904968831,0.11321528341385281,-0.11358567433837637,0.1292017191495232,Hepatitis A,5107
7,1.0643092016819806,0.8407362836350698,1.3322563415091535,1.3321131526570615,0.9950223476461076,1.7259308600727588,0.05543716272610681,0.11730832224965544,0.2770217079447054,0.1399195304693856,Hepatitis A,5108
8,1.0650592177185898,0.8644043755558665,1.304491779543771,0.8950177962025444,0.709432147089529,1.1197890940929764,0.057573632398059106,0.10437579250146144,-0.11765211250163272,0.11599036160052294,Hepatitis A,5109
9,0.8924466881327099,0.7376007802560114,1.083216352628795,0.9124390554236022,0.7360849952591746,1.1102399066195512,-0.11846142528934459,0.09646601621012772,-0.09705557174582244,0.10425658982177968,Hepatitis A,5110
10,1.32345836341428,1.068971170291933,1.6374342361194314,1.084725000655929,0.8662260201548415,1.3320113994069522,0.27434208444456915,0.10847155606287034,0.07532849534445478,0.10965970899690418,Hepatitis A,5111
11,1.1293449934672344,0.9167789678697722,1.374105223754684,1.0872931129643246,0.853269849451406,1.3846765114355977,0.11639432648195155,0.10244852114276413,0.07607233009767304,0.12316385994825815,Hepatitis A,5113
12,1.2008490927471793,0.9733410880071267,1.4752370660172445,1.2821246877444195,1.0029993421391004,1.5959643480062777,0.17736190658374298,0.10633506936699638,0.24157074576909196,0.11814206826166757,Hepatitis A,5114
13,1.010166279534014,0.8144119019977695,1.2390655255789955,1.2269227842265797,0.9228212815385654,1.5477124658680574,0.004433281889499934,0.10659414260688146,0.1959496576224323,0.13160890385470192,Hepatitis A,5115
14,1.1193888884567222,0.9109775788817439,1.376222663571484,0.9787289400161633,0.739362485756445,1.2429086775021012,0.107235219809489,0.10510895378509857,-0.03004429314463533,0.1313430566449171,Hepatitis A,5116
15,1.3413864706578598,1.0561859110645428,1.680247301495391,0.7684126245990988,0.5818129606119294,0.988345933415189,0.2867184461639262,0.11817460942139031,-0.2723883269388192,0.13404636126462696,Hepatitis A,5117
16,1.3867344972671012,1.0612294253321437,1.7927560953059367,1.1671270801734852,0.8522813946542055,1.5215747564936797,0.3179000181452183,0.13440262393631625,0.14369305546041214,0.14802088086143111,Hepatitis A,5118
17,1.2501362660827608,0.9954457938720787,1.5571396397696455,0.6486026317936362,0.49459562173484306,0.8429179294236206,0.21680756675209228,0.11342869944495683,-0.4422048118633553,0.13598487620631802,Hepatitis A,5119
18,1.109479013963567,0.899656321132394,1.368697504474481,0.9370297170488665,0.7349271452426476,1.198245133894964,0.09819945424020683,0.10647118480833859,-0.07292417930206377,0.12510307053087247,Hepatitis A,5120
19,1.0897664467976211,0.7948229716711119,1.4143508576725439,0.9702497063634969,0.7612672681706997,1.2166014780398862,0.07564409602285975,0.14459801398269567,-0.037255177643993026,0.11882411453746067,Hepatitis A,5132
20,0.9937412576907492,0.7637247055879368,1.2524294696806595,0.9983514652767718,0.8316810689496414,1.1789270878255387,-0.014155923907644145,0.12593128417243898,-0.0054936831940502725,0.08781647948959533,Hepatitis A,5133
21,1.0728119629474266,0.8852574454641664,1.322913745522955,1.2406914794661326,1.029782562131206,1.4577325667728727,0.06501381716603233,0.10220956567292143,0.2117812569883096,0.08844091332202582,Hepatitis A,5134
1,1.023802774250069,0.876140762264056,1.1881024794824242,0.9553378142138282,0.8249406832224083,1.1032657286080276,0.020547151105565528,0.07717063507428598,-0.048391682072015864,0.07346536345294295,Hepatitis B,5101
2,1.0418740389474215,0.881513322266325,1.2248983009375844,0.9144133624436436,0.753943732789316,1.100524368547624,0.0376144166751724,0.08251661877103407,-0.09398464711923805,0.09497124424796187,Hepatitis B,5103
3,0.9595913631966319,0.8244334722417425,1.1144434903337561,0.9867008873281308,0.83220501333618635,1.1518296227157019,-0.04416443730392067,0.07632676407754012,-0.016775264925737915,0.08242859554472144,Hepatitis B,5104
4,1.0424182176563583,0.8987681320433044,1.2042450140289054,0.8854854429442149,0.7558558784898577,1.0311580345909939,0.03878719223939289,0.07421994468515034,-0.12471407625632526,0.07866548678522858,Hepatitis B,5105
5,1.139302642842163,0.9753314416406411,1.3239334684729238,0.9524000899007187,0.7958414713404267,1.1370778503195915,0.12742160096776944,0.07736761164765171,-0.05287674654468159,0.09051555220595318,Hepatitis B,5106
6,1.1417383673948878,0.9773341725983953,1.3273905106105888,0.9331290034974336,0.7801417354255011,1.1056583265263114,0.12956580810162516,0.07725373728003787,-0.07309244282668854,0.08810708043636684,Hepatitis B,5107
7,1.0335505615070857,0.8590543374163483,1.2272229191543464,0.9984348228749416,0.8125531191448335,1.2075527332690368,0.028964158765251685,0.08992123172725557,-0.006558632562618646,0.1000129254376318,Hepatitis B,5108
8,1.0240600484176405,0.87845525505145,1.1870228845034552,0.922637438825748,0.7727933444734536,1.092046348131788,0.020881090065378975,0.0760625840288172,-0.08433570889386735,0.08737465630963899,Hepatitis B,5109
9,1.091054929697062,0.9286326937199868,1.2798564390094231,0.9548612090267216,0.7991376997336893,1.1366544766963336,0.0838488191371724,0.08111305397939254,-0.05015676592858332,0.08900063458577347,Hepatitis B,5110
10,1.1386453188125856,0.9848291042092839,1.3096562537607026,0.9847970097888958,0.8343552127725619,1.1533229303020875,0.12723272952796708,0.07219882012899333,-0.0186747937941758,0.08191833713220512,Hepatitis B,5111
11,1.1493926058314778,0.9693991431920055,1.3534961342949006,0.9956096373820886,0.8240590237337605,1.1899802304768214,0.13570261290241745,0.0840222677922069,-0.00868829913763669,0.09265152532398145,Hepatitis B,5113
12,1.1301692142695348,0.9498059079139767,1.332678216912003,0.9270009961325323,0.7560362156103944,1.1118006734005619,0.11874205740396761,0.08517354334241117,-0.08050339871893529,0.09718849966523181,Hepatitis B,5114
13,1.136474732457642,0.9747136077958077,1.3149331374734228,0.9004854564839456,0.7610612216665518,1.0547814500434527,0.12506616063830048,0.07571812554391054,-0.10823017278837692,0.0826225488745117,Hepatitis B,5115
14,1.1418589078644166,0.9446884122543635,1.3708871491958698,0.9860113875085158,0.7996377617910084,1.1970019728060906,0.12822013523688053,0.09416642315174564,-0.01928669660273638,0.10205373718099073,Hepatitis B,5116
15,1.0421854822758134,0.8797439823313301,1.2273766356379245,0.9714858111046991,0.8070816750965397,1.164007065739931,0.03778244781066162,0.0840923161767542,-0.03322190743773025,0.0925921694037513,Hepatitis B,5117
16,1.152141647486751,0.9689998070223669,1.3570284547204046,0.8729329338139523,0.7103981708139324,1.0553624000553874,0.13800912140010024,0.08501951925943912,-0.1409151849673589,0.10029411817779652,Hepatitis B,5118
17,1.0570836251670703,0.8996316178376063,1.233966096681543,0.877688265057705,0.7337800561934094,1.0428981459841453,0.052328992043746705,0.07980236433026403,-0.13442651536210978,0.08900088813360779,Hepatitis B,5119
18,1.0940268558827178,0.9313857612738037,1.2781807290795542,0.9196553375600659,0.7650098428915645,1.0986906581719684,0.08667334650610177,0.07986962194790186,-0.08791200409830154,0.09111979400791585,Hepatitis B,5120
19,1.1507207192668876,1.0029636669870643,1.296061520239338,0.9953992905448834,0.8638886978148503,1.1195498975206406,0.13831681603593893,0.06455673377374987,-0.00672194321222471,0.06520586287024847,Hepatitis B,5132
20,1.1192077802984763,0.9690312574738316,1.272615772617947,0.9561308332344278,0.842763067237889,1.0769212678921716,0.1102367315200268,0.0691972513166132,-0.04678920678359915,0.06214291048781271,Hepatitis B,5133
21,1.1689344765631633,1.0420532987832825,1.3000372449293882,1.0740898570442072,0.9659690562191396,1.1946804542565164,0.15452136080346118,0.05611006527428103,0.07002619307359188,0.05377065346034552,Hepatitis B,5134
1,1.0538457563721235,0.7991457566733691,1.3712044033233004,0.9987521795105223,0.7613983769807976,1.2761482190680176,0.043177050777882656,0.13600124766138263,-0.009710468458254351,0.1302899584138714,Hepatitis C,5101
2,1.0123739350609462,0.7885515854253144,1.2831511599655556,1.2113081648505253,0.9056547007776775,1.5946052804171,0.004762738534658852,0.12267818229189219,0.18139075820577794,0.14345436597826555,Hepatitis C,5103
3,1.5977464385783187,1.1688773226960618,2.105158939060801,1.3924368987065874,1.0258380542437178,1.8808898424056362,0.45741384819510644,0.14986260894566297,0.31916896586432114,0.153671285343155,Hepatitis C,5104
4,1.0203418354354221,0.7540548951077732,1.3530036542769686,1.3756449786260028,1.0180220768925323,1.8473474797517735,0.009181130840567115,0.14791515602497807,0.30743511961613695,0.15107914731452488,Hepatitis C,5105
5,1.0519649339435724,0.8315025254720751,1.3267882249538916,1.1451448876637524,0.8496801961382215,1.5465305681237995,0.0437377186565651,0.11742216475059257,0.12390333768659419,0.1517427000199176,Hepatitis C,5106
6,1.1219337489567316,0.9000660579104679,1.3945088242396149,0.9995135406726134,0.7801786139999398,1.2828177877062683,0.10895668284488494,0.11021310846822907,-0.008377647060201035,0.12516082430886516,Hepatitis C,5107
7,1.2121044906692604,0.961152877504073,1.5236150760328584,1.2371678573450988,0.9437392756417905,1.580774545551566,0.1855496958264903,0.11647691705424894,0.20449353694581407,0.12926743880702907,Hepatitis C,5108
8,1.1400012633775598,0.9317270257965181,1.3843085044624432,1.2447176281716519,0.9974371055602523,1.5629080258193269,0.12604316229341703,0.09978537267122513,0.2124273077766392,0.11342536271275845,Hepatitis C,5109
9,0.9933940893942395,0.8130400478713199,1.2120493280201095,1.2899939877078448,1.0104782690624534,1.6451557027159553,-0.011697060571741517,0.10050382722517844,0.24705756049180042,0.12270369318672716,Hepatitis C,5110
10,1.0946267717336429,0.914082335366689,1.3071942622410004,1.5262451879808006,1.2413476084772128,1.8536310723413252,0.08633711283312515,0.09018289384039455,0.41770022977638055,0.10111308831002876,Hepatitis C,5111
11,1.1271818121009656,0.8842526078402617,1.4161471853934455,1.5358854873899181,1.1792635446815731,1.9891598157463553,0.11264520990008554,0.11892618039882555,0.4202567279669294,0.13277486882578463,Hepatitis C,5113
12,1.2350267828779726,0.9803879863852718,1.5569197048679604,1.3044589351094391,0.990165274188904,1.7585239516156077,0.20423651517980726,0.11675566429276289,0.25503051916360403,0.1455066907416085,Hepatitis C,5114
13,1.3436765693216444,1.0701369925039554,1.6618696523904397,1.3899601687378702,1.0318706918209901,1.831566687339013,0.2892127994875005,0.11137356200187531,0.3185472261160312,0.14652648965537726,Hepatitis C,5115
14,1.2581285324905733,0.9702739841787671,1.6056678406116909,1.7801153821747835,1.3240553325372715,2.3584552357443482,0.22148891272606341,0.12752647746944484,0.5659238848501301,0.1464478812779086,Hepatitis C,5116
15,1.372813801144179,1.051075024246441,1.738034311245175,1.4650734186631018,1.0547527292293213,1.988838882444866,0.3088680817776731,0.12675629427531326,0.3689021822719868,0.16113627264583869,Hepatitis C,5117
16,1.406204891989848,1.0634881791794415,1.828001825288782,1.1785116759291863,0.8118598626550437,1.7153483464048613,0.3315133072181194,0.13689548169174276,0.14582183046817757,0.19085020603682698,Hepatitis C,5118
17,0.9306799848068513,0.7390698704143066,1.1553739221273953,1.0595893403365013,0.8218763895240646,1.3569976353494702,-0.07826615487417629,0.1133704573176097,0.04987671832849316,0.12627668814920467,Hepatitis C,5119
18,1.222979688976006,0.977106928692772,1.5132285051178913,1.2087696483562334,0.940781204233984,1.5553240826996635,0.19522707845227757,0.11009449299174144,0.18148843970446105,0.12695060136873368,Hepatitis C,5120
19,1.117177065468097,0.7710366806500782,1.551728633315922,1.2849816352222099,0.8279991194170836,1.8842805180901552,0.09516563029200437,0.17721317839491407,0.22870594699459795,0.2105197992988473,Hepatitis C,5132
20,0.8697415439737909,0.6389493953347253,1.1616574346381972,1.1706452355310362,0.8439678724700854,1.5426050744206694,-0.15095519046099673,0.15081857657514625,0.14594810687152626,0.1531286063302088,Hepatitis C,5133
21,1.1116571487686726,0.8563363200450375,1.425115243468271,1.0480237499442133,0.8150556535270717,1.3302252402620474,0.09754418247230899,0.12878734866900726,0.03925192658027006,0.12364931389874002,Hepatitis C,5134
1,1.1043065316200924,0.9485230136296784,1.2692070955702288,1.090030925246857,0.9130623410598041,1.2624088796031059,0.09649442385837288,0.07393066333956243,0.08279252508223937,0.08290950906418505,Hepatitis E,5101
2,1.2167635910165204,1.03897929555078,1.4052143145723943,1.1712499174797197,0.9716515436897987,1.390027807140953,0.19321171879592514,0.07733111865478885,0.15380943779555808,0.09253528357887685,Hepatitis E,5103
3,0.9986636746808975,0.8193827277982514,1.2180452971108557,1.2939080196888493,1.0396256467266085,1.5764287106537294,-0.006454175508083913,0.10104268053009109,0.25223506552555536,0.10441871023167099,Hepatitis E,5104
4,1.0199063677191458,0.8707019001520476,1.18139425024246,1.024139260041873,0.8544193758697732,1.2397783790548687,0.016643371112689934,0.07833562179290053,0.019431762154361976,0.09375516719687588,Hepatitis E,5105
5,0.9727432358426321,0.8379802125180081,1.1333917077122129,0.924576882710103,0.7819578732542016,1.085209254209616,-0.03063018649507212,0.07726978028889529,-0.08190671672326422,0.0835237018239805,Hepatitis E,5106
6,0.9427811629269965,0.8057434800943151,1.1123776874709406,1.0881775204658983,0.9151436552634891,1.2874629842555847,-0.062276034614687135,0.08171786910938714,0.08075116533687524,0.08658419879843185,Hepatitis E,5107
7,1.3083500522231721,1.1103431496163072,1.5146996393022856,0.7121219841303802,0.5941333223241699,0.8391080646350747,0.2656873813816401,0.07865757913313154,-0.3433565239022854,0.08793556829380024,Hepatitis E,5108
8,0.9335113563461294,0.7950454194817062,1.0847940806028096,1.0666197517782423,0.8850719908048894,1.2684727997781662,-0.07194037111356505,0.07926455653482462,0.06023553628025793,0.09231930222486517,Hepatitis E,5109
9,0.990740090159327,0.8422800500255326,1.1565687637884026,1.3586328125856282,1.1209954631121202,1.6478642689188088,-0.012543020958482457,0.08050881858613407,0.3018208887908511,0.09633783551548826,Hepatitis E,5110
10,1.0883779924754367,0.893956368274497,1.3098480506177979,0.5294420169584071,0.4225562769202641,0.6440067836815814,0.07996846455619869,0.097191408346297,-0.641578427921082,0.10662059444401543,Hepatitis E,5111
11,1.0809228858552227,0.9247891568941483,1.259682126316166,0.8306196813127847,0.7007289332828432,0.9779032277733066,0.07478650369885798,0.077792034843788,-0.1891790310366385,0.0848337885228842,Hepatitis E,5113
12,1.1225310415279786,0.9530075466846663,1.3180346509723495,0.8879475273816682,0.7242961654352352,1.0662413142062908,0.11221537299747085,0.08205229938126013,-0.12360707555756206,0.09773269054893562,Hepatitis E,5114
13,0.8421205301607746,0.7151046778356168,0.9833751113524488,1.1591697012526292,0.9547989149322188,1.3747077578105134,-0.1750577719885432,0.08035551088553247,0.14339600091189494,0.09304642308120481,Hepatitis E,5115
14,0.7400274299545707,0.6221743464738285,0.866716577089024,1.0615205321284409,0.8684836726698782,1.271138345719046,-0.30456269128925056,0.08370658974638487,0.054920468181709016,0.09800973812697444,Hepatitis E,5116
15,1.4048141364125204,1.1649737133461944,1.6895219033290454,1.2546892532771994,1.0308795602183225,1.519157782038589,0.3353724803853257,0.09509811535015665,0.22201693905359154,0.09865979388992487,Hepatitis E,5117
16,1.3822105342520357,1.1137312921866471,1.6924111723408046,0.6973011318312412,0.5430073502226253,0.8907692561690995,0.3181047498515493,0.10563562889807732,-0.3681497349772814,0.12295227937268924,Hepatitis E,5118
17,0.7219225387374166,0.6026126743610876,0.8580051833851118,0.9905754138788714,0.819436774590526,1.2001609436562333,-0.3298057073745995,0.08912524064120315,-0.014164261706574944,0.09673079819848904,Hepatitis E,5119
18,0.9706043435398214,0.7971007110768652,1.1758022295841442,0.7236576911413753,0.5813669816218968,0.8876352767925223,-0.03460518883810688,0.09754579303525801,-0.32921534524312385,0.10752958460989809,Hepatitis E,5120
19,0.920558659568009,0.6547649460849743,1.2278438992059628,1.3585991244668079,0.9924366752052478,1.8181464415763322,-0.09621287354694585,0.16473934254049882,0.2944590609503332,0.15501856012479087,Hepatitis E,5132
20,1.3333891638742843,1.0258266135734306,1.682843044276411,0.9700068954070613,0.7474896494421399,1.2487581267503896,0.279856845017671,0.12583181826943468,-0.03905443943122928,0.1311016230177564,Hepatitis E,5133
21,1.3543702895310867,1.1408180864449569,1.6047468690937494,1.1607115447751344,0.981818910229061,1.3735722079320867,0.29951734765146326,0.08730236449107875,0.14541639088914518,0.08493442666662719,Hepatitis E,5134
1,1.078758322570126,0.9329731898478815,1.199332244454596,1.1321525723146297,1.0191475615256997,1.256206433624303,0.07390182820820856,0.06219424273423325,0.12270524824680584,0.05319873186438358,Infectious diarrhea,5101
2,1.3466947136350216,1.1536914584311209,1.5636615049311509,1.0818409203246606,0.9187283565929378,1.2692212823121054,0.2946597853179379,0.07736911299060573,0.07529959213297975,0.08200468294871717,Infectious diarrhea,5103
3,0.8535138884905894,0.7443618810350717,0.9834368364910423,1.1759844843312675,0.9963470855790809,1.3546726024990978,-0.16089305185085145,0.0705840609841108,0.15916756311686445,0.07688700593567138,Infectious diarrhea,5104
4,1.1918972854629741,1.0341445115000478,1.3614118690361288,1.1228391059531997,0.9590566747075302,1.3037365042058955,0.17311825912941342,0.06973522782931581,0.11280946431046784,0.07814729532837603,Infectious diarrhea,5105
5,1.0950981669556787,0.9768701309635806,1.2248314273677308,1.1372484647084244,1.0084443375816943,1.2784623314152093,0.08919425467493988,0.05742678603534279,0.12679615094636099,0.06025879826454388,Infectious diarrhea,5106
6,1.209650436909233,1.040732545757212,1.3971511139379331,1.112696179137543,0.9380676241697814,1.3088175596129143,0.1875271104043658,0.07488554003612424,0.10317419691552616,0.08500257813501745,Infectious diarrhea,5107
7,1.0664133523804395,0.8918801629991999,1.262169369729301,1.0922371958937778,0.8921263639252808,1.3282667602176241,0.060413049440138776,0.08819602043878605,0.08302100950191194,0.10198369813653257,Infectious diarrhea,5108
8,1.1718740097545493,1.0022305135863332,1.3617987727702887,1.067604500079749,0.8977555358614142,1.2621712367791083,0.15555688238282608,0.07807081760470636,0.061628299860560606,0.08702954518693795,Infectious diarrhea,5109
9,1.035236605900165,0.8944086385575339,1.188541890845117,1.0449476853522182,0.8821051945151176,1.2251587266599826,0.03203586594921196,0.07206726185474949,0.040497668577070614,0.08333749122893784,Infectious diarrhea,5110
