Sex,Age,Year,5101,5103,5104,5105,5106,5107,5108,5109,5110,5111,5113,5114,5115,5116,5117,5118,5119,5120,5132,5133,5134
Female,4,2018,93881,11980,5290,22885,13872,22132,11263,14679,14405,14629,28401,13401,26662,19515,28236,6816,16296,11375,5132,8889,48406
Female,4,2019,97252,11461,4969,21475,14033,22138,11165,13855,13840,14457,29017,13593,25127,20118,26009,7039,14941,10089,5199,8987,44542
Female,4,2020,111132,11377,5915,22674,15311,23678,10491,14641,13953,15197,22567,14420,25464,13713,26348,7651,14991,10460,4528,8762,44467
Female,4,2021,116116,11490,6306,23434,15802,24343,10339,14132,15197,15250,22645,15066,26209,14354,26100,8202,14410,10547,4526,8604,42490
Female,4,2022,98575,9723,5492,19468,12993,19971,10140,11574,12406,13266,23461,13087,22488,15331,21273,6845,12048,8580,4569,7337,35922
Female,5,2000,67498,22783,8656,35270,25870,40972,30441,28779,29324,24523,58898,26625,45449,43712,57920,14039,40560,33048,8975,8706,48583
Female,5,2001,57635,17130,8161,29259,20931,31675,23059,22836,24925,21096,46324,20976,36512,35824,43363,11837,31495,26874,8122,8235,43557
Female,5,2002,56513,15998,7933,28475,19919,28571,19944,20593,23595,19256,42199,18894,32874,32383,38351,10883,30572,26548,7769,8176,43611
Female,5,2003,56834,16852,8255,29460,19583,28574,21088,20922,24150,19620,41786,18921,33589,33010,39654,10127,30670,26647,7447,8014,41539
Female,5,2004,56535,14454,8811,26444,20052,26353,19073,17777,20299,17147,32406,15322,31274,27841,34480,8882,26144,23347,7614,7902,40490
Female,5,2005,49951,12458,7668,23727,14983,21111,13308,14746,18469,14752,28136,12924,26090,21422,32301,7430,22635,19082,5813,7857,37705
Female,5,2006,46459,13547,7322,26208,13729,18952,10648,14786,18228,12783,33272,11877,27107,23114,35309,7040,23920,18858,5989,8535,38797
Female,5,2007,42659,12934,6580,26000,13397,17283,10799,13308,18215,12404,30649,11389,26580,20775,33395,7229,20627,18545,5776,8221,36129
Female,5,2008,41060,13115,6174,27247,13079,16845,10990,12586,18237,12652,28775,11381,26147,19008,32609,7211,19219,20322,5591,8707,38562
Female,5,2009,44214,14684,6266,32970,12794,17609,11275,13004,20942,13512,27529,11451,28705,17814,36040,7577,19119,22628,5424,8581,40826
Female,5,2010,43203,15085,5718,35390,12842,17670,11757,12781,21774,13046,26973,11037,28234,17271,34141,8042,16276,24115,5293,7777,37277
Female,5,2011,47075,15544,5585,34263,14031,19461,11533,13952,22413,13795,29998,11759,29707,17411,35785,8408,17191,24077,5182,8192,39317
Female,5,2012,56129,15579,5737,30457,14686,21526,12078,14933,20284,14716,30342,13009,28742,17906,34673,7930,16297,22906,5124,8088,39677
Female,5,2013,59381,15031,5675,28696,15076,20964,12530,15217,19102,14909,30479,13614,29506,18358,33562,7108,16735,20806,5095,8332,40500
Female,5,2014,62498,14277,5234,25986,15533,20803,12963,15026,18151,14428,30587,12978,29917,18790,33317,6819,16005,17665,5094,8247,43409
Female,5,2015,61438,12958,4911,22833,15822,20989,13321,13732,17163,13754,30566,13746,28158,19103,29296,6790,15906,15794,5112,7880,39030
Female,5,2016,82243,13613,5088,24444,15916,23396,11120,15405,16429,14621,28296,13654,29978,18388,32248,6754,15913,13574,5163,8375,45920
Female,5,2017,95040,14032,5476,25815,16202,25025,11176,16145,16909,16046,28160,14893,30921,18579,33202,7241,16961,13606,5145,9307,49084
Female,5,2018,88105,12601,5008,24069,14196,22134,11166,14942,15433,14660,27932,13517,28820,19047,29728,6803,16033,12205,5120,8753,48797
Female,5,2019,93865,11978,5289,22879,13870,22127,11261,14677,14403,14623,28395,13397,26653,19510,28229,6815,16294,11373,5129,8881,48383
Female,5,2020,97240,11460,4968,21470,14031,22134,11163,13852,13839,14452,29011,13591,25120,20113,26003,7038,14938,10088,5196,8981,44519
Female,5,2021,111117,11376,5915,22671,15310,23675,10490,14640,13952,15192,22563,14417,25459,13711,26344,7650,14991,10459,4526,8756,44459
Female,5,2022,116103,11489,6306,23431,15801,24341,10338,14131,15197,15245,22641,15063,26205,14353,26096,8201,14410,10547,4524,8598,42488
Female,6,2000,56544,19870,7953,29537,20873,31869,24447,24691,22864,21687,48610,23328,38398,37084,50103,11272,31844,24699,8368,8475,44872
Female,6,2001,68736,22509,8627,35173,25957,40612,29901,28550,28972,24389,58722,26406,45232,42558,56775,13867,39985,32278,8958,8726,47871
Female,6,2002,58049,17153,8142,29239,20673,31379,22625,22695,24763,20936,46267,20817,36420,35306,43045,11703,31438,26470,8020,8277,43159
Female,6,2003,56649,15992,7932,28465,19671,28135,19562,20405,23380,19114,42147,18755,32771,31908,38131,10756,30361,26083,7670,8236,43299
Female,6,2004,56916,16722,8222,29412,19337,27998,20675,20730,23681,19331,41734,18640,33364,32519,39570,10005,30733,26098,7352,8072,41459
Female,6,2005,55540,14321,8592,26210,19796,25441,18692,17543,19870,16741,32366,14950,30675,27420,34362,8640,26246,22640,7515,7972,40115
Female,6,2006,50343,12643,7705,24026,14789,20893,13037,14927,18364,14677,28101,12797,26217,21094,32417,7381,23086,19011,5736,8082,37945
Female,6,2007,46443,13540,7317,26193,13724,18941,10642,14780,18221,12777,33254,11871,27091,23099,35287,7038,23901,18848,5984,8525,38733
Female,6,2008,42645,12928,6576,25985,13393,17273,10794,13302,18208,12398,30634,11383,26566,20762,33376,7227,20612,18536,5772,8211,36074
Female,6,2009,41048,13109,6170,27232,13074,16836,10985,12581,18230,12646,28762,11375,26134,18997,32591,7209,19206,20313,5587,8697,38506
Female,6,2010,44203,14677,6264,32955,12791,17601,11272,13001,20936,13507,27519,11444,28689,17805,36026,7574,19111,22619,5421,8569,40779
Female,6,2011,45682,14978,5723,35622,12856,18205,11562,12753,21656,13075,26879,11136,28352,17018,34199,7966,16132,23345,5192,7776,37074
Female,6,2012,49519,15583,5606,34583,14081,19718,11574,13896,22351,13831,30305,11750,29982,17726,36069,8406,17114,23349,5194,8214,39440
Female,6,2013,58868,15629,5773,30814,14806,21768,12121,14902,20288,14792,30649,13026,29042,18224,35073,7939,16275,22215,5136,8136,39983
Female,6,2014,62086,15129,5714,29074,15154,21218,12575,15224,19093,14979,30785,13621,29843,18679,34009,7106,16726,20236,5106,8404,41112
Female,6,2015,64894,14432,5262,26472,15610,21086,13009,15100,18204,14464,30890,13007,30302,19113,33768,6848,16128,17277,5106,8370,44058
Female,6,2016,65067,13281,4968,23184,15891,21412,13368,14071,17152,13889,30866,13713,28587,19425,30106,6793,15919,15538,5123,8128,40667
Female,6,2017,82232,13610,5087,24437,15914,23391,11118,15403,16426,14617,28290,13650,29969,18382,32239,6753,15909,13571,5161,8368,45891
Female,6,2018,95029,14029,5475,25809,16200,25020,11174,16142,16907,16042,28154,14889,30912,18574,33195,7239,16959,13604,5143,9300,49057
Female,6,2019,88097,12599,5008,24064,14195,22131,11164,14941,15431,14656,27927,13514,28812,19043,29723,6802,16032,12204,5119,8747,48776
Female,6,2020,93857,11977,5288,22875,13869,22124,11259,14675,14402,14619,28390,13395,26648,19506,28223,6814,16292,11372,5127,8877,48362
Female,6,2021,97235,11459,4968,21467,14031,22132,11162,13851,13838,14449,29008,13589,25115,20110,26000,7037,14938,10088,5195,8976,44509
Female,6,2022,111114,11375,5915,22668,15309,23674,10490,14640,13952,15188,22562,14415,25454,13709,26341,7649,14991,10459,4525,8751,44453
Female,7,2000,64840,21723,7181,33285,24399,37569,28267,29537,21547,26112,55373,27145,41774,39758,56235,13392,33484,25224,8835,7910,45441
Female,7,2001,59836,19850,8044,30100,20944,32553,24013,24923,23008,22006,48464,23661,38631,36105,49524,11351,31848,24439,8352,8506,44367
Female,7,2002,69975,22236,8598,35075,26045,40253,29361,28321,28620,24254,58545,26187,45015,41403,55630,13695,39411,31509,8940,8747,47159
Female,7,2003,58462,17175,8123,29218,20416,31084,22191,22555,24601,20776,46209,20658,36329,34789,42728,11570,31381,26065,7919,8320,42762
Female,7,2004,56784,15986,7932,28455,19423,27698,19179,20218,23165,18972,42094,18616,32667,31433,37911,10629,30151,25617,7572,8296,42987
Female,7,2005,56998,16593,8190,29364,19090,27422,20263,20539,23211,19042,41682,18360,33139,32028,39487,9882,30795,25550,7256,8131,41379
Female,7,2006,54545,14188,8373,25977,19540,24528,18312,17309,19441,16335,32326,14578,30076,27000,34243,8397,26348,21932,7415,8042,39740
Female,7,2007,50734,12828,7743,24324,14595,20676,12766,15107,18259,14602,28066,12670,26343,20765,32533,7332,23536,18939,5660,8307,38184
Female,7,2008,46432,13535,7314,26179,13721,18933,10639,14775,18214,12772,33240,11866,27078,23087,35270,7036,23889,18841,5979,8516,38683
Female,7,2009,42636,12923,6573,25973,13390,17267,10790,13298,18201,12393,30622,11378,26554,20752,33360,7225,20602,18530,5767,8203,36030
Female,7,2010,41042,13104,6169,27222,13073,16831,10983,12579,18226,12643,28753,11370,26121,18989,32581,7207,19200,20307,5585,8688,38469
Female,7,2011,47064,14498,6262,33009,12822,18157,11085,12954,20709,13544,27423,11578,28663,17545,35920,7485,18834,21886,5318,8532,40310
Female,7,2012,48162,14870,5728,35855,12871,18740,11366,12726,21538,13104,26784,11236,28470,16766,34257,7890,15989,22575,5091,7775,36871
Female,7,2013,51962,15623,5628,34902,14130,19976,11616,13841,22290,13866,30612,11740,30257,18042,36352,8404,17037,22620,5205,8237,39564
Female,7,2014,61608,15679,5809,31171,14926,22010,12165,14872,20291,14869,30956,13044,29343,18543,35472,7948,16253,21524,5147,8184,40288
Female,7,2015,64790,15227,5753,29452,15231,21472,12620,15230,19084,15048,31090,13629,30179,19000,34456,7104,16717,19666,5117,8476,41724
Female,7,2016,67291,14587,5290,26959,15688,21369,13055,15175,18257,14501,31194,13036,30688,19436,34220,6876,16252,16889,5117,8494,44707
Female,7,2017,68696,13604,5024,23534,15959,21835,13416,14410,17141,14024,31166,13680,29015,19748,30915,6797,15931,15282,5134,8376,42305
Female,7,2018,82226,13608,5087,24433,15913,23387,11117,15401,16425,14614,28285,13647,29961,18378,32233,6752,15907,13570,5160,8364,45870
Female,7,2019,95024,14027,5475,25805,16200,25017,11173,16141,16906,16039,28150,14887,30905,18570,33189,7238,16957,13603,5142,9296,49039
Female,7,2020,88091,12598,5007,24060,14194,22128,11163,14939,15430,14653,27923,13513,28807,19039,29717,6801,16030,12203,5117,8744,48758
Female,7,2021,93855,11976,5288,22873,13869,22122,11258,14674,14402,14617,28387,13393,26643,19503,28220,6813,16292,11371,5127,8874,48352
Female,7,2022,97234,11458,4968,21466,14030,22131,11162,13851,13838,14446,29006,13587,25111,20107,25998,7036,14938,10087,5194,8973,44503
Female,8,2000,56300,19673,6375,28428,22607,33670,20583,28560,20285,23908,48356,24423,37746,34492,44599,10775,27487,24914,7461,7192,36982
Female,8,2001,67996,21509,7297,33666,24482,37934,27765,29649,21577,26054,55207,27176,41449,38708,55191,13237,33264,24668,8818,7974,44811
Female,8,2002,63128,19829,8136,30663,21015,33236,23579,25156,23152,22324,48318,23995,38864,35125,48946,11429,31852,24179,8335,8538,43861
Female,8,2003,71213,21962,8569,34978,26133,39893,28821,28092,28268,24120,58369,25968,44798,40249,54485,13523,38836,30739,8922,8768,46447
Female,8,2004,58875,17198,8104,29197,20159,30788,21757,22414,24439,20615,46152,20499,36237,34272,42410,11436,31325,25661,7817,8363,42364
Female,8,2005,56919,15980,7932,28445,19175,27262,18796,20031,22950,18830,42042,18477,32563,30959,37691,10502,29940,25151,7473,8356,42675
Female,8,2006,57080,16464,8157,29316,18843,26846,19850,20347,22741,18754,41630,18080,32914,31537,39403,9759,30858,25002,7161,8189,41299
Female,8,2007,53549,14055,8154,25743,19284,23616,17931,17075,19012,15929,32286,14206,29477,26580,34125,8155,26451,21225,7316,8112,39365
Female,8,2008,51126,13013,7781,24622,14401,20458,12495,15288,18154,14526,28031,12542,26470,20437,32649,7283,23986,18868,5583,8532,38424
