Age,Sex,Pref,DiagnoseYear,Population
0,male,5103,2002,10521
0,male,5103,2003,9734
0,male,5103,2004,9022
0,male,5103,2005,8561
0,male,5103,2006,8492
0,male,5103,2007,8729
0,male,5103,2008,9032
0,male,5103,2009,9340
0,male,5103,2010,9643
0,male,5103,2011,9903
0,male,5103,2012,10136
0,male,5103,2013,10382
0,male,5103,2014,10648
0,male,5103,2015,10841
0,male,5103,2016,10994
0,male,5103,2017,11200
0,male,5103,2018,11372
1,male,5103,2000,16131
1,male,5103,2001,12545
1,male,5103,2002,11620
1,male,5103,2003,10268
1,male,5103,2004,9513
1,male,5103,2005,8837
1,male,5103,2006,8414
1,male,5103,2007,8381
1,male,5103,2008,8652
1,male,5103,2009,8988
1,male,5103,2010,9330
1,male,5103,2011,9665
1,male,5103,2012,9954
1,male,5103,2013,10208
1,male,5103,2014,10467
1,male,5103,2015,10741
1,male,5103,2016,10936
1,male,5103,2017,11091
1,male,5103,2018,11299
2,male,5103,2000,19095
2,male,5103,2001,15614
2,male,5103,2002,12258
2,male,5103,2003,11363
2,male,5103,2004,10047
2,male,5103,2005,9331
2,male,5103,2006,8696
2,male,5103,2007,8312
2,male,5103,2008,8314
2,male,5103,2009,8620
2,male,5103,2010,8990
2,male,5103,2011,9363
2,male,5103,2012,9727
2,male,5103,2013,10035
2,male,5103,2014,10300
2,male,5103,2015,10566
2,male,5103,2016,10841
2,male,5103,2017,11036
2,male,5103,2018,11191
3,male,5103,2000,17612
3,male,5103,2001,18599
3,male,5103,2002,15348
3,male,5103,2003,12020
3,male,5103,2004,11155
3,male,5103,2005,9876
3,male,5103,2006,9199
3,male,5103,2007,8602
3,male,5103,2008,8253
3,male,5103,2009,8289
3,male,5103,2010,8626
3,male,5103,2011,9026
3,male,5103,2012,9425
3,male,5103,2013,9806
3,male,5103,2014,10126
3,male,5103,2015,10397
3,male,5103,2016,10663
3,male,5103,2017,10938
3,male,5103,2018,11133
4,male,5103,2000,18338
4,male,5103,2001,17064
4,male,5103,2002,18308
4,male,5103,2003,15090
4,male,5103,2004,11801
4,male,5103,2005,10977
4,male,5103,2006,9742
4,male,5103,2007,9105
4,male,5103,2008,8545
4,male,5103,2009,8230
4,male,5103,2010,8297
4,male,5103,2011,8663
4,male,5103,2012,9086
4,male,5103,2013,9500
4,male,5103,2014,9890
4,male,5103,2015,10214
4,male,5103,2016,10484
4,male,5103,2017,10748
4,male,5103,2018,11020
5,male,5103,2000,24098
5,male,5103,2001,17772
5,male,5103,2002,16770
5,male,5103,2003,18048
5,male,5103,2004,14871
5,male,5103,2005,11628
5,male,5103,2006,10848
5,male,5103,2007,9653
5,male,5103,2008,9052
5,male,5103,2009,8524
5,male,5103,2010,8239
5,male,5103,2011,8331
5,male,5103,2012,8716
5,male,5103,2013,9151
5,male,5103,2014,9571
5,male,5103,2015,9963
5,male,5103,2016,10283
5,male,5103,2017,10550
5,male,5103,2018,10810
6,male,5103,2000,21581
6,male,5103,2001,23587
6,male,5103,2002,17508
6,male,5103,2003,16537
6,male,5103,2004,17847
6,male,5103,2005,14711
6,male,5103,2006,11510
6,male,5103,2007,10766
6,male,5103,2008,9605
6,male,5103,2009,9034
6,male,5103,2010,8534
6,male,5103,2011,8272
6,male,5103,2012,8384
6,male,5103,2013,8781
6,male,5103,2014,9222
6,male,5103,2015,9644
6,male,5103,2016,10034
6,male,5103,2017,10353
6,male,5103,2018,10617
7,male,5103,2000,22903
7,male,5103,2001,21053
7,male,5103,2002,23310
7,male,5103,2003,17269
7,male,5103,2004,16334
7,male,5103,2005,17684
7,male,5103,2006,14591
7,male,5103,2007,11429
7,male,5103,2008,10719
7,male,5103,2009,9588
7,male,5103,2010,9044
7,male,5103,2011,8567
7,male,5103,2012,8323
7,male,5103,2013,8446
7,male,5103,2014,8848
7,male,5103,2015,9291
7,male,5103,2016,9711
7,male,5103,2017,10098
7,male,5103,2018,10413
8,male,5103,2000,21155
8,male,5103,2001,22385
8,male,5103,2002,20786
8,male,5103,2003,23074
8,male,5103,2004,17072
8,male,5103,2005,16178
8,male,5103,2006,17567
8,male,5103,2007,14512
8,male,5103,2008,11383
8,male,5103,2009,10702
8,male,5103,2010,9597
8,male,5103,2011,9075
8,male,5103,2012,8615
8,male,5103,2013,8382
8,male,5103,2014,8509
8,male,5103,2015,8913
8,male,5103,2016,9353
8,male,5103,2017,9769
8,male,5103,2018,10153
9,male,5103,2000,24361
9,male,5103,2001,20640
9,male,5103,2002,22118
9,male,5103,2003,20552
9,male,5103,2004,22874
9,male,5103,2005,16915
9,male,5103,2006,16062
9,male,5103,2007,17486
9,male,5103,2008,14464
9,male,5103,2009,11366
9,male,5103,2010,10710
9,male,5103,2011,9628
9,male,5103,2012,9123
9,male,5103,2013,8674
9,male,5103,2014,8445
9,male,5103,2015,8574
9,male,5103,2016,8974
9,male,5103,2017,9411
9,male,5103,2018,9824
10,male,5103,2000,28499
10,male,5103,2001,23770
10,male,5103,2002,20339
10,male,5103,2003,21854
10,male,5103,2004,20332
10,male,5103,2005,22698
10,male,5103,2006,16789
10,male,5103,2007,15975
10,male,5103,2008,17434
10,male,5103,2009,14445
10,male,5103,2010,11374
10,male,5103,2011,10741
10,male,5103,2012,9675
10,male,5103,2013,9179
10,male,5103,2014,8733
10,male,5103,2015,8503
10,male,5103,2016,8627
10,male,5103,2017,9023
10,male,5103,2018,9455
11,male,5103,2000,26653
11,male,5103,2001,27962
11,male,5103,2002,23494
11,male,5103,2003,20101
11,male,5103,2004,21653
11,male,5103,2005,20173
11,male,5103,2006,22578
11,male,5103,2007,16709
11,male,5103,2008,15927
11,male,5103,2009,17413
11,male,5103,2010,14449
11,male,5103,2011,11399
11,male,5103,2012,10780
11,male,5103,2013,9722
11,male,5103,2014,9229
11,male,5103,2015,8782
11,male,5103,2016,8549
11,male,5103,2017,8668
11,male,5103,2018,9060
12,male,5103,2000,26374
12,male,5103,2001,26130
12,male,5103,2002,27691
12,male,5103,2003,23262
12,male,5103,2004,19908
12,male,5103,2005,21499
12,male,5103,2006,20060
12,male,5103,2007,22498
12,male,5103,2008,16662
12,male,5103,2009,15907
12,male,5103,2010,17413
12,male,5103,2011,14469
12,male,5103,2012,11433
12,male,5103,2013,10820
12,male,5103,2014,9764
12,male,5103,2015,9270
12,male,5103,2016,8818
12,male,5103,2017,8580
12,male,5103,2018,8695
13,male,5103,2000,30832
13,male,5103,2001,25862
13,male,5103,2002,25868
13,male,5103,2003,27463
13,male,5103,2004,23074
13,male,5103,2005,19762
13,male,5103,2006,21390
13,male,5103,2007,19985
13,male,5103,2008,22450
13,male,5103,2009,16642
13,male,5103,2010,15907
13,male,5103,2011,17427
13,male,5103,2012,14495
13,male,5103,2013,11465
13,male,5103,2014,10854
13,male,5103,2015,9795
13,male,5103,2016,9296
13,male,5103,2017,8839
13,male,5103,2018,8596
14,male,5103,2000,26451
14,male,5103,2001,30325
14,male,5103,2002,25604
14,male,5103,2003,25644
14,male,5103,2004,27274
14,male,5103,2005,22926
14,male,5103,2006,19655
14,male,5103,2007,21315
14,male,5103,2008,19938
14,male,5103,2009,22426
14,male,5103,2010,16641
14,male,5103,2011,15923
14,male,5103,2012,17453
14,male,5103,2013,14527
14,male,5103,2014,11500
14,male,5103,2015,10887
14,male,5103,2016,9824
14,male,5103,2017,9320
14,male,5103,2018,8859
15,male,5103,2000,18841
15,male,5103,2001,25770
15,male,5103,2002,29978
15,male,5103,2003,25309
15,male,5103,2004,25400
15,male,5103,2005,27083
15,male,5103,2006,22789
15,male,5103,2007,19564
15,male,5103,2008,21259
15,male,5103,2009,19914
15,male,5103,2010,22425
15,male,5103,2011,16662
15,male,5103,2012,15955
15,male,5103,2013,17488
15,male,5103,2014,14563
15,male,5103,2015,11532
15,male,5103,2016,10911
15,male,5103,2017,9841
15,male,5103,2018,9329
16,male,5103,2000,15953
16,male,5103,2001,17679
16,male,5103,2002,25191
16,male,5103,2003,29481
16,male,5103,2004,24906
16,male,5103,2005,25090
16,male,5103,2006,26860
16,male,5103,2007,22644
16,male,5103,2008,19482
16,male,5103,2009,21227
16,male,5103,2010,19922
16,male,5103,2011,22460
16,male,5103,2012,16715
16,male,5103,2013,16012
16,male,5103,2014,17539
16,male,5103,2015,14604
16,male,5103,2016,11560
16,male,5103,2017,10924
16,male,5103,2018,9840
17,male,5103,2000,17428
17,male,5103,2001,14223
17,male,5103,2002,16823
17,male,5103,2003,24454
17,male,5103,2004,28875
17,male,5103,2005,24440
17,male,5103,2006,24757
17,male,5103,2007,26639
17,male,5103,2008,22521
17,male,5103,2009,19439
17,male,5103,2010,21247
17,male,5103,2011,19991
17,male,5103,2012,22555
17,male,5103,2013,16824
17,male,5103,2014,16117
17,male,5103,2015,17629
17,male,5103,2016,14675
17,male,5103,2017,11612
17,male,5103,2018,10955
18,male,5103,2000,24518
18,male,5103,2001,14911
18,male,5103,2002,12979
18,male,5103,2003,15758
18,male,5103,2004,23576
18,male,5103,2005,28194
18,male,5103,2006,23956
18,male,5103,2007,24438
18,male,5103,2008,26459
18,male,5103,2009,22459
18,male,5103,2010,19474
18,male,5103,2011,21353
18,male,5103,2012,20141
18,male,5103,2013,22720
18,male,5103,2014,16988
18,male,5103,2015,16262
18,male,5103,2016,17745
18,male,5103,2017,14763
18,male,5103,2018,11671
19,male,5103,2000,18869
19,male,5103,2001,22099
19,male,5103,2002,13701
19,male,5103,2003,11929
19,male,5103,2004,14879
19,male,5103,2005,22878
19,male,5103,2006,27681
19,male,5103,2007,23612
19,male,5103,2008,24240
19,male,5103,2009,26386
19,male,5103,2010,22500
19,male,5103,2011,19609
19,male,5103,2012,21551
19,male,5103,2013,20376
19,male,5103,2014,22968
19,male,5103,2015,17234
19,male,5103,2016,16489
19,male,5103,2017,17951
19,male,5103,2018,14949
20,male,5103,2000,15712
20,male,5103,2001,16575
20,male,5103,2002,20904
20,male,5103,2003,12637
20,male,5103,2004,11014
20,male,5103,2005,14132
20,male,5103,2006,22307
20,male,5103,2007,27277
20,male,5103,2008,23373
20,male,5103,2009,24152
20,male,5103,2010,26441
20,male,5103,2011,22690
20,male,5103,2012,19907
20,male,5103,2013,21924
20,male,5103,2014,20797
20,male,5103,2015,23409
20,male,5103,2016,17676
20,male,5103,2017,16926
20,male,5103,2018,18380
21,male,5103,2000,17304
21,male,5103,2001,13424
21,male,5103,2002,15386
21,male,5103,2003,19832
21,male,5103,2004,11721
21,male,5103,2005,10270
21,male,5103,2006,13569
21,male,5103,2007,21906
21,male,5103,2008,27032
21,male,5103,2009,23284
21,male,5103,2010,24206
21,male,5103,2011,26626
21,male,5103,2012,22985
21,male,5103,2013,20281
21,male,5103,2014,22344
21,male,5103,2015,21239
21,male,5103,2016,23849
21,male,5103,2017,18113
21,male,5103,2018,17356
22,male,5103,2000,16396
22,male,5103,2001,15172
22,male,5103,2002,12315
22,male,5103,2003,14385
22,male,5103,2004,18958
22,male,5103,2005,11014
22,male,5103,2006,9736
22,male,5103,2007,13192
22,male,5103,2008,21674
22,male,5103,2009,26941
22,male,5103,2010,23335
22,male,5103,2011,24386
22,male,5103,2012,26910
22,male,5103,2013,23348
22,male,5103,2014,20695
22,male,5103,2015,22780
22,male,5103,2016,21677
22,male,5103,2017,24281
22,male,5103,2018,18544
23,male,5103,2000,18047
23,male,5103,2001,14279
23,male,5103,2002,14066
23,male,5103,2003,11318
23,male,5103,2004,13515
23,male,5103,2005,18240
23,male,5103,2006,10474
23,male,5103,2007,9359
23,male,5103,2008,12964
23,male,5103,2009,21585
23,male,5103,2010,26988
23,male,5103,2011,23519
23,male,5103,2012,24678
23,male,5103,2013,27279
23,male,5103,2014,23772
23,male,5103,2015,21146
23,male,5103,2016,23232
23,male,5103,2017,22126
23,male,5103,2018,24725
24,male,5103,2000,24205
24,male,5103,2001,15942
24,male,5103,2002,13187
24,male,5103,2003,13083
24,male,5103,2004,10470
24,male,5103,2005,12821
24,male,5103,2006,17709
24,male,5103,2007,10109
24,male,5103,2008,9144
24,male,5103,2009,12887
24,male,5103,2010,21633
24,male,5103,2011,27155
24,male,5103,2012,23790
24,male,5103,2013,25021
24,male,5103,2014,27665
24,male,5103,2015,24182
24,male,5103,2016,21559
24,male,5103,2017,23636
24,male,5103,2018,22527
25,male,5103,2000,30398
25,male,5103,2001,22262
25,male,5103,2002,14912
25,male,5103,2003,12243
25,male,5103,2004,12248
25,male,5103,2005,9777
25,male,5103,2006,12282
25,male,5103,2007,17319
25,male,5103,2008,9879
25,male,5103,2009,9063
25,male,5103,2010,12950
25,male,5103,2011,21830
25,male,5103,2012,27467
25,male,5103,2013,24199
25,male,5103,2014,25491
25,male,5103,2015,28168
25,male,5103,2016,24700
25,male,5103,2017,22082
25,male,5103,2018,24161
26,male,5103,2000,29026
26,male,5103,2001,28355
26,male,5103,2002,21185
26,male,5103,2003,13939
26,male,5103,2004,11393
26,male,5103,2005,11546
26,male,5103,2006,9241
26,male,5103,2007,11900
26,male,5103,2008,17082
26,male,5103,2009,9798
26,male,5103,2010,9127
26,male,5103,2011,13146
26,male,5103,2012,22130
26,male,5103,2013,27846
26,male,5103,2014,24638
26,male,5103,2015,25959
26,male,5103,2016,28639
26,male,5103,2017,25174
26,male,5103,2018,22559
27,male,5103,2000,31988
27,male,5103,2001,27032
27,male,5103,2002,27295
27,male,5103,2003,20231
27,male,5103,2004,13115
27,male,5103,2005,10716
27,male,5103,2006,11027
27,male,5103,2007,8877
27,male,5103,2008,11678
27,male,5103,2009,16994
27,male,5103,2010,9856
27,male,5103,2011,9315
27,male,5103,2012,13436
27,male,5103,2013,22488
27,male,5103,2014,28249
27,male,5103,2015,25073
27,male,5103,2016,26397
27,male,5103,2017,29072
27,male,5103,2018,25610
28,male,5103,2000,37390
28,male,5103,2001,30065
28,male,5103,2002,26003
28,male,5103,2003,26349
28,male,5103,2004,19404
28,male,5103,2005,12435
28,male,5103,2006,10194
28,male,5103,2007,10654
28,male,5103,2008,8653
28,male,5103,2009,11594
28,male,5103,2010,17043
28,male,5103,2011,10053
28,male,5103,2012,9628
28,male,5103,2013,13831
28,male,5103,2014,22929
28,male,5103,2015,28716
28,male,5103,2016,25553
28,male,5103,2017,26877
28,male,5103,2018,29552
29,male,5103,2000,37984
29,male,5103,2001,35428
29,male,5103,2002,29027
29,male,5103,2003,25066
29,male,5103,2004,25528
29,male,5103,2005,18736
29,male,5103,2006,11933
29,male,5103,2007,9842
29,male,5103,2008,10441
29,male,5103,2009,8578
29,male,5103,2010,11644
29,male,5103,2011,17208
29,male,5103,2012,10328
29,male,5103,2013,9979
29,male,5103,2014,14223
29,male,5103,2015,23332
29,male,5103,2016,29115
29,male,5103,2017,25953
29,male,5103,2018,27274
30,male,5103,2000,36518
30,male,5103,2001,35923
30,male,5103,2002,34343
30,male,5103,2003,28062
30,male,5103,2004,24237
30,male,5103,2005,24849
30,male,5103,2006,18229
30,male,5103,2007,11585
30,male,5103,2008,9636
30,male,5103,2009,10365
30,male,5103,2010,8627
30,male,5103,2011,11800
30,male,5103,2012,17445
30,male,5103,2013,10640
30,male,5103,2014,10328
30,male,5103,2015,14581
30,male,5103,2016,23673
30,male,5103,2017,29438
30,male,5103,2018,26274
31,male,5103,2000,33118
31,male,5103,2001,34596
31,male,5103,2002,34906
31,male,5103,2003,33427
31,male,5103,2004,27274
31,male,5103,2005,23594
31,male,5103,2006,24355
31,male,5103,2007,17885
31,male,5103,2008,11385
31,male,5103,2009,9563
31,male,5103,2010,10408
31,male,5103,2011,8782
31,male,5103,2012,12037
31,male,5103,2013,17734
31,male,5103,2014,10979
31,male,5103,2015,10685
31,male,5103,2016,14929
31,male,5103,2017,23996
31,male,5103,2018,29743
32,male,5103,2000,39433
32,male,5103,2001,31173
32,male,5103,2002,33569
32,male,5103,2003,33982
32,male,5103,2004,32627
32,male,5103,2005,26626
32,male,5103,2006,23104
32,male,5103,2007,24003
32,male,5103,2008,17675
32,male,5103,2009,11308
32,male,5103,2010,9605
32,male,5103,2011,10554
32,male,5103,2012,9014
32,male,5103,2013,12321
32,male,5103,2014,18041
32,male,5103,2015,11314
32,male,5103,2016,11017
32,male,5103,2017,15244
32,male,5103,2018,24284
33,male,5103,2000,26975
33,male,5103,2001,37853
33,male,5103,2002,30325
33,male,5103,2003,32785
33,male,5103,2004,33285
33,male,5103,2005,32042
33,male,5103,2006,26176
33,male,5103,2007,22778
33,male,5103,2008,23791
33,male,5103,2009,17588
33,male,5103,2010,11344
33,male,5103,2011,9750
33,male,5103,2012,10785
33,male,5103,2013,9315
33,male,5103,2014,12660
33,male,5103,2015,18391
33,male,5103,2016,11683
33,male,5103,2017,11387
33,male,5103,2018,15605
34,male,5103,2000,32852
34,male,5103,2001,25314
34,male,5103,2002,36946
34,male,5103,2003,29513
34,male,5103,2004,32068
34,male,5103,2005,32686
34,male,5103,2006,31576
34,male,5103,2007,25843
34,male,5103,2008,22569
34,male,5103,2009,23691
34,male,5103,2010,17607
34,male,5103,2011,11476
34,male,5103,2012,9966
34,male,5103,2013,11059
34,male,5103,2014,9630
34,male,5103,2015,12985
34,male,5103,2016,18705
34,male,5103,2017,12008
34,male,5103,2018,11709
35,male,5103,2000,35950
35,male,5103,2001,31165
35,male,5103,2002,24425
35,male,5103,2003,36117
35,male,5103,2004,28801
35,male,5103,2005,31471
35,male,5103,2006,32219
35,male,5103,2007,31233
35,male,5103,2008,25628
35,male,5103,2009,22471
35,male,5103,2010,23695
35,male,5103,2011,17722
35,male,5103,2012,11684
35,male,5103,2013,10235
35,male,5103,2014,11361
35,male,5103,2015,9952
35,male,5103,2016,13299
35,male,5103,2017,19001
35,male,5103,2018,12316
36,male,5103,2000,34236
36,male,5103,2001,34412
36,male,5103,2002,30337
36,male,5103,2003,23680
36,male,5103,2004,35436
36,male,5103,2005,28242
36,male,5103,2006,31025
36,male,5103,2007,31884
36,male,5103,2008,31010
36,male,5103,2009,25523
36,male,5103,2010,22476
36,male,5103,2011,23796
36,male,5103,2012,17917
36,male,5103,2013,11953
36,male,5103,2014,10548
36,male,5103,2015,11692
36,male,5103,2016,10289
36,male,5103,2017,13628
36,male,5103,2018,19315
37,male,5103,2000,34518
37,male,5103,2001,32556
37,male,5103,2002,33507
37,male,5103,2003,29524
37,male,5103,2004,22982
37,male,5103,2005,34832
37,male,5103,2006,27783
37,male,5103,2007,30682
37,male,5103,2008,31654
37,male,5103,2009,30890
37,male,5103,2010,25520
37,male,5103,2011,22577
37,male,5103,2012,23972
37,male,5103,2013,18163
37,male,5103,2014,12248
37,male,5103,2015,10862
37,male,5103,2016,12003
37,male,5103,2017,10600
37,male,5103,2018,13927
38,male,5103,2000,17056
38,male,5103,2001,33242
38,male,5103,2002,31846
38,male,5103,2003,32847
38,male,5103,2004,28944
38,male,5103,2005,22506
38,male,5103,2006,34423
38,male,5103,2007,27488
38,male,5103,2008,30473
38,male,5103,2009,31534
38,male,5103,2010,30864
38,male,5103,2011,25594
38,male,5103,2012,22731
38,male,5103,2013,24179
38,male,5103,2014,18422
38,male,5103,2015,12542
38,male,5103,2016,11165
38,male,5103,2017,12305
38,male,5103,2018,10907
39,male,5103,2000,8449
39,male,5103,2001,16145
39,male,5103,2002,32679
39,male,5103,2003,31308
39,male,5103,2004,32345
39,male,5103,2005,28510
39,male,5103,2006,22162
39,male,5103,2007,34126
39,male,5103,2008,27289
39,male,5103,2009,30351
39,male,5103,2010,31498
39,male,5103,2011,30919
39,male,5103,2012,25743
39,male,5103,2013,22953
39,male,5103,2014,24445
39,male,5103,2015,18734
39,male,5103,2016,12883
39,male,5103,2017,11519
39,male,5103,2018,12665
40,male,5103,2000,14342
40,male,5103,2001,7492
40,male,5103,2002,15592
40,male,5103,2003,32108
40,male,5103,2004,30783
40,male,5103,2005,31880
40,male,5103,2006,28134
40,male,5103,2007,21885
40,male,5103,2008,33898
40,male,5103,2009,27167
40,male,5103,2010,30310
40,male,5103,2011,31544
40,male,5103,2012,31046
40,male,5103,2013,25950
40,male,5103,2014,23214
40,male,5103,2015,24730
40,male,5103,2016,19049
40,male,5103,2017,13224
40,male,5103,2018,11871
41,male,5103,2000,14028
41,male,5103,2001,13524
41,male,5103,2002,7038
41,male,5103,2003,15129
41,male,5103,2004,31625
41,male,5103,2005,30354
41,male,5103,2006,31514
41,male,5103,2007,27849
41,male,5103,2008,21695
41,male,5103,2009,33748
41,male,5103,2010,27123
41,male,5103,2011,30341
41,male,5103,2012,31648
41,male,5103,2013,31215
41,male,5103,2014,26181
41,male,5103,2015,23485
41,male,5103,2016,25010
41,male,5103,2017,19357
41,male,5103,2018,13561
42,male,5103,2000,23375
42,male,5103,2001,13064
42,male,5103,2002,12980
42,male,5103,2003,6541
42,male,5103,2004,14649
42,male,5103,2005,31153
42,male,5103,2006,29963
42,male,5103,2007,31197
42,male,5103,2008,27626
42,male,5103,2009,21577
42,male,5103,2010,33674
42,male,5103,2011,27160
42,male,5103,2012,30442
42,male,5103,2013,31805
42,male,5103,2014,31417
42,male,5103,2015,26430
42,male,5103,2016,23754
42,male,5103,2017,25279
42,male,5103,2018,19655
43,male,5103,2000,24869
43,male,5103,2001,22548
43,male,5103,2002,12609
43,male,5103,2003,12545
43,male,5103,2004,6162
43,male,5103,2005,14291
43,male,5103,2006,30800
43,male,5103,2007,29679
43,male,5103,2008,30975
43,male,5103,2009,27488
43,male,5103,2010,21536
43,male,5103,2011,33661
43,male,5103,2012,27238
43,male,5103,2013,30560
43,male,5103,2014,31955
43,male,5103,2015,31592
43,male,5103,2016,26635
43,male,5103,2017,23976
43,male,5103,2018,25500
44,male,5103,2000,25464
44,male,5103,2001,24261
44,male,5103,2002,22169
44,male,5103,2003,12267
44,male,5103,2004,12219
44,male,5103,2005,5891
44,male,5103,2006,14037
44,male,5103,2007,30536
44,male,5103,2008,29475
44,male,5103,2009,30828
44,male,5103,2010,27420
44,male,5103,2011,21560
44,male,5103,2012,33702
44,male,5103,2013,27356
44,male,5103,2014,30705
44,male,5103,2015,32122
44,male,5103,2016,31773
44,male,5103,2017,26845
44,male,5103,2018,24206
45,male,5103,2000,29891
45,male,5103,2001,24836
45,male,5103,2002,23864
45,male,5103,2003,21783
45,male,5103,2004,11936
45,male,5103,2005,11921
45,male,5103,2006,5665
45,male,5103,2007,13832
45,male,5103,2008,30325
45,male,5103,2009,29331
45,male,5103,2010,30747
45,male,5103,2011,27423
45,male,5103,2012,21650
45,male,5103,2013,33800
45,male,5103,2014,27519
45,male,5103,2015,30883
45,male,5103,2016,32308
45,male,5103,2017,31971
45,male,5103,2018,27072
46,male,5103,2000,27381
46,male,5103,2001,29277
46,male,5103,2002,24456
46,male,5103,2003,23494
46,male,5103,2004,21439
46,male,5103,2005,11663
46,male,5103,2006,11692
46,male,5103,2007,5507
46,male,5103,2008,13694
46,male,5103,2009,30180
46,male,5103,2010,29250
46,male,5103,2011,30722
46,male,5103,2012,27468
46,male,5103,2013,21765
46,male,5103,2014,33904
46,male,5103,2015,27672
46,male,5103,2016,31035
46,male,5103,2017,32464
46,male,5103,2018,32137
47,male,5103,2000,27591
47,male,5103,2001,26788
47,male,5103,2002,28877
47,male,5103,2003,24079
47,male,5103,2004,23136
47,male,5103,2005,21119
47,male,5103,2006,11427
47,male,5103,2007,11504
47,male,5103,2008,5398
47,male,5103,2009,13610
47,male,5103,2010,30091
47,male,5103,2011,29232
47,male,5103,2012,30761
47,male,5103,2013,27571
47,male,5103,2014,21929
47,male,5103,2015,34049
47,male,5103,2016,27855
47,male,5103,2017,31216
47,male,5103,2018,32651
48,male,5103,2000,27395
48,male,5103,2001,26968
48,male,5103,2002,26386
48,male,5103,2003,28479
48,male,5103,2004,23728
48,male,5103,2005,22824
48,male,5103,2006,20860
48,male,5103,2007,11258
48,male,5103,2008,11381
48,male,5103,2009,5350
48,male,5103,2010,13575
48,male,5103,2011,30035
48,male,5103,2012,29226
48,male,5103,2013,30787
48,male,5103,2014,27640
48,male,5103,2015,22040
48,male,5103,2016,34121
48,male,5103,2017,27959
48,male,5103,2018,31315
49,male,5103,2000,22109
49,male,5103,2001,26921
49,male,5103,2002,26635
49,male,5103,2003,26059
49,male,5103,2004,28152
49,male,5103,2005,23448
49,male,5103,2006,22579
49,male,5103,2007,20657
49,male,5103,2008,11142
49,male,5103,2009,11302
49,male,5103,2010,5344
49,male,5103,2011,13568
49,male,5103,2012,29983
49,male,5103,2013,29211
49,male,5103,2014,30789
49,male,5103,2015,27675
49,male,5103,2016,22113
49,male,5103,2017,34140
49,male,5103,2018,28015
50,male,5103,2000,21783
50,male,5103,2001,21605
50,male,5103,2002,26548
50,male,5103,2003,26273
50,male,5103,2004,25716
50,male,5103,2005,27820
50,male,5103,2006,23178
50,male,5103,2007,22347
50,male,5103,2008,20473
50,male,5103,2009,11054
50,male,5103,2010,11252
50,male,5103,2011,5372
50,male,5103,2012,13581
50,male,5103,2013,29924
50,male,5103,2014,29179
50,male,5103,2015,30762
50,male,5103,2016,27674
50,male,5103,2017,22150
50,male,5103,2018,34108
51,male,5103,2000,21687
51,male,5103,2001,21303
51,male,5103,2002,21275
51,male,5103,2003,26192
51,male,5103,2004,25931
51,male,5103,2005,25399
51,male,5103,2006,27515
51,male,5103,2007,22934
51,male,5103,2008,22139
51,male,5103,2009,20310
51,male,5103,2010,10993
51,male,5103,2011,11224
51,male,5103,2012,5417
51,male,5103,2013,13590
51,male,5103,2014,29827
51,male,5103,2015,29098
51,male,5103,2016,30671
51,male,5103,2017,27608
51,male,5103,2018,22130
52,male,5103,2000,18359
52,male,5103,2001,21258
52,male,5103,2002,20994
52,male,5103,2003,20964
52,male,5103,2004,25850
52,male,5103,2005,25604
52,male,5103,2006,25096
52,male,5103,2007,27219
52,male,5103,2008,22700
52,male,5103,2009,21941
52,male,5103,2010,20159
52,male,5103,2011,10956
52,male,5103,2012,11218
52,male,5103,2013,5490
52,male,5103,2014,13609
52,male,5103,2015,29707
52,male,5103,2016,28987
52,male,5103,2017,30545
52,male,5103,2018,27512
53,male,5103,2000,17903
53,male,5103,2001,17910
53,male,5103,2002,20922
53,male,5103,2003,20665
53,male,5103,2004,20647
53,male,5103,2005,25509
53,male,5103,2006,25287
53,male,5103,2007,24807
53,male,5103,2008,26934
53,male,5103,2009,22480
53,male,5103,2010,21754
53,male,5103,2011,20016
53,male,5103,2012,10923
53,male,5103,2013,11202
53,male,5103,2014,5544
53,male,5103,2015,13590
53,male,5103,2016,29526
53,male,5103,2017,28811
53,male,5103,2018,30351
54,male,5103,2000,16459
54,male,5103,2001,17467
54,male,5103,2002,17613
54,male,5103,2003,20612
54,male,5103,2004,20372
54,male,5103,2005,20371
54,male,5103,2006,25210
54,male,5103,2007,25007
54,male,5103,2008,24547
54,male,5103,2009,26669
54,male,5103,2010,22272
54,male,5103,2011,21566
54,male,5103,2012,19855
54,male,5103,2013,10864
54,male,5103,2014,11143
54,male,5103,2015,5547
54,male,5103,2016,13504
54,male,5103,2017,29258
54,male,5103,2018,28544
55,male,5103,2000,15447
55,male,5103,2001,16047
55,male,5103,2002,17172
55,male,5103,2003,17326
55,male,5103,2004,20311
55,male,5103,2005,20090
55,male,5103,2006,20108
55,male,5103,2007,24919
55,male,5103,2008,24735
55,male,5103,2009,24295
55,male,5103,2010,26413
55,male,5103,2011,22075
55,male,5103,2012,21389
55,male,5103,2013,19705
55,male,5103,2014,10813
55,male,5103,2015,11093
55,male,5103,2016,5557
55,male,5103,2017,13425
55,male,5103,2018,29000
56,male,5103,2000,15191
56,male,5103,2001,15041
56,male,5103,2002,15758
56,male,5103,2003,16883
56,male,5103,2004,17051
56,male,5103,2005,20024
56,male,5103,2006,19824
56,male,5103,2007,19860
56,male,5103,2008,24640
56,male,5103,2009,24475
56,male,5103,2010,24056
56,male,5103,2011,26166
56,male,5103,2012,21885
