Age,Sex,Pref,DiagnoseYear,Population
25,female,5106,2018,21287
26,female,5106,2000,37512
26,female,5106,2001,38300
26,female,5106,2002,32252
26,female,5106,2003,27151
26,female,5106,2004,20814
26,female,5106,2005,21126
26,female,5106,2006,15303
26,female,5106,2007,18389
26,female,5106,2008,22422
26,female,5106,2009,15951
26,female,5106,2010,12208
26,female,5106,2011,18317
26,female,5106,2012,26819
26,female,5106,2013,29115
26,female,5106,2014,22365
26,female,5106,2015,27227
26,female,5106,2016,24168
26,female,5106,2017,20714
26,female,5106,2018,19192
27,female,5106,2000,39641
27,female,5106,2001,36366
27,female,5106,2002,38017
27,female,5106,2003,31999
27,female,5106,2004,26918
27,female,5106,2005,20587
27,female,5106,2006,20888
27,female,5106,2007,15054
27,female,5106,2008,18125
27,female,5106,2009,22143
27,female,5106,2010,15662
27,female,5106,2011,11909
27,female,5106,2012,18013
27,female,5106,2013,26514
27,female,5106,2014,28811
27,female,5106,2015,22067
27,female,5106,2016,26938
27,female,5106,2017,23885
27,female,5106,2018,20437
28,female,5106,2000,42292
28,female,5106,2001,38623
28,female,5106,2002,36112
28,female,5106,2003,37781
28,female,5106,2004,31779
28,female,5106,2005,26701
28,female,5106,2006,20361
28,female,5106,2007,20645
28,female,5106,2008,14797
28,female,5106,2009,17848
28,female,5106,2010,21849
28,female,5106,2011,15355
28,female,5106,2012,11593
28,female,5106,2013,17690
28,female,5106,2014,26187
28,female,5106,2015,28486
28,female,5106,2016,21747
28,female,5106,2017,26620
28,female,5106,2018,23569
29,female,5106,2000,46851
29,female,5106,2001,41338
29,female,5106,2002,38383
29,female,5106,2003,35893
29,female,5106,2004,37573
29,female,5106,2005,31575
29,female,5106,2006,26489
29,female,5106,2007,20138
29,female,5106,2008,20407
29,female,5106,2009,14546
29,female,5106,2010,17582
29,female,5106,2011,21569
29,female,5106,2012,15069
29,female,5106,2013,11303
29,female,5106,2014,17398
29,female,5106,2015,25898
29,female,5106,2016,28202
29,female,5106,2017,21465
29,female,5106,2018,26340
30,female,5106,2000,44893
30,female,5106,2001,45913
30,female,5106,2002,41099
30,female,5106,2003,38167
30,female,5106,2004,35692
30,female,5106,2005,37372
30,female,5106,2006,31370
30,female,5106,2007,26275
30,female,5106,2008,19915
30,female,5106,2009,20172
30,female,5106,2010,14303
30,female,5106,2011,17329
30,female,5106,2012,21310
30,female,5106,2013,14810
30,female,5106,2014,11045
30,female,5106,2015,17144
30,female,5106,2016,25650
30,female,5106,2017,27959
30,female,5106,2018,21227
31,female,5106,2000,44196
31,female,5106,2001,44051
31,female,5106,2002,45688
31,female,5106,2003,40895
31,female,5106,2004,37976
31,female,5106,2005,35503
31,female,5106,2006,37173
31,female,5106,2007,31163
31,female,5106,2008,26059
31,female,5106,2009,19690
31,female,5106,2010,19934
31,female,5106,2011,14057
31,female,5106,2012,17074
31,female,5106,2013,21050
31,female,5106,2014,14551
31,female,5106,2015,10789
31,female,5106,2016,16892
31,female,5106,2017,25400
31,female,5106,2018,27712
32,female,5106,2000,42548
32,female,5106,2001,43377
32,female,5106,2002,43831
32,female,5106,2003,45483
32,female,5106,2004,40706
32,female,5106,2005,37789
32,female,5106,2006,35310
32,female,5106,2007,36967
32,female,5106,2008,30950
32,female,5106,2009,25837
32,female,5106,2010,19461
32,female,5106,2011,19696
32,female,5106,2012,13815
32,female,5106,2013,16828
32,female,5106,2014,20801
32,female,5106,2015,14308
32,female,5106,2016,10552
32,female,5106,2017,16656
32,female,5106,2018,25166
33,female,5106,2000,33393
33,female,5106,2001,41887
33,female,5106,2002,43187
33,female,5106,2003,43652
33,female,5106,2004,45309
33,female,5106,2005,40534
33,female,5106,2006,37610
33,female,5106,2007,35119
33,female,5106,2008,36761
33,female,5106,2009,30734
33,female,5106,2010,25611
33,female,5106,2011,19226
33,female,5106,2012,19450
33,female,5106,2013,13565
33,female,5106,2014,16571
33,female,5106,2015,20541
33,female,5106,2016,14051
33,female,5106,2017,10296
33,female,5106,2018,16397
34,female,5106,2000,40645
34,female,5106,2001,32723
34,female,5106,2002,41696
34,female,5106,2003,43006
34,female,5106,2004,43477
34,female,5106,2005,45132
34,female,5106,2006,40352
34,female,5106,2007,37419
34,female,5106,2008,34919
34,female,5106,2009,36547
34,female,5106,2010,30513
34,female,5106,2011,25383
34,female,5106,2012,18994
34,female,5106,2013,19213
34,female,5106,2014,13328
34,female,5106,2015,16332
34,female,5106,2016,20303
34,female,5106,2017,13816
34,female,5106,2018,10063
35,female,5106,2000,42612
35,female,5106,2001,39962
35,female,5106,2002,32538
35,female,5106,2003,41512
35,female,5106,2004,42829
35,female,5106,2005,43300
35,female,5106,2006,44945
35,female,5106,2007,40160
35,female,5106,2008,37219
35,female,5106,2009,34710
35,female,5106,2010,36326
35,female,5106,2011,30287
35,female,5106,2012,25154
35,female,5106,2013,18765
35,female,5106,2014,18981
35,female,5106,2015,13100
35,female,5106,2016,16106
35,female,5106,2017,20077
35,female,5106,2018,13594
36,female,5106,2000,37743
36,female,5106,2001,41988
36,female,5106,2002,39780
36,female,5106,2003,32375
36,female,5106,2004,41345
36,female,5106,2005,42659
36,female,5106,2006,43121
36,female,5106,2007,44753
36,female,5106,2008,39962
36,female,5106,2009,37013
36,female,5106,2010,34494
36,female,5106,2011,36098
36,female,5106,2012,30056
36,female,5106,2013,24922
36,female,5106,2014,18533
36,female,5106,2015,18748
36,female,5106,2016,12872
36,female,5106,2017,15876
36,female,5106,2018,19845
37,female,5106,2000,49025
37,female,5106,2001,37076
37,female,5106,2002,41793
37,female,5106,2003,39600
37,female,5106,2004,32211
37,female,5106,2005,41170
37,female,5106,2006,42475
37,female,5106,2007,42927
37,female,5106,2008,44548
37,female,5106,2009,39751
37,female,5106,2010,36793
37,female,5106,2011,34268
37,female,5106,2012,35865
37,female,5106,2013,29825
37,female,5106,2014,24691
37,female,5106,2015,18308
37,female,5106,2016,18526
37,female,5106,2017,12655
37,female,5106,2018,15659
38,female,5106,2000,29848
38,female,5106,2001,48519
38,female,5106,2002,36924
38,female,5106,2003,41642
38,female,5106,2004,39455
38,female,5106,2005,32074
38,female,5106,2006,41014
38,female,5106,2007,42306
38,female,5106,2008,42747
38,female,5106,2009,44354
38,female,5106,2010,39550
38,female,5106,2011,36585
38,female,5106,2012,34053
38,female,5106,2013,35643
38,female,5106,2014,29602
38,female,5106,2015,24470
38,female,5106,2016,18091
38,female,5106,2017,18308
38,female,5106,2018,12438
39,female,5106,2000,11862
39,female,5106,2001,29461
39,female,5106,2002,48359
39,female,5106,2003,36787
39,female,5106,2004,41500
39,female,5106,2005,39313
39,female,5106,2006,31932
39,female,5106,2007,40849
39,female,5106,2008,42128
39,female,5106,2009,42555
39,female,5106,2010,44147
39,female,5106,2011,39335
39,female,5106,2012,36361
39,female,5106,2013,33822
39,female,5106,2014,35403
39,female,5106,2015,29363
39,female,5106,2016,24232
39,female,5106,2017,17852
39,female,5106,2018,18064
40,female,5106,2000,12755
40,female,5106,2001,11493
40,female,5106,2002,29334
40,female,5106,2003,48208
40,female,5106,2004,36652
40,female,5106,2005,41354
40,female,5106,2006,39160
40,female,5106,2007,31774
40,female,5106,2008,40667
40,female,5106,2009,41930
40,female,5106,2010,42342
40,female,5106,2011,43918
40,female,5106,2012,39098
40,female,5106,2013,36118
40,female,5106,2014,33573
40,female,5106,2015,35147
40,female,5106,2016,29109
40,female,5106,2017,23978
40,female,5106,2018,17599
41,female,5106,2000,15756
41,female,5106,2001,12460
41,female,5106,2002,11408
41,female,5106,2003,29224
41,female,5106,2004,48072
41,female,5106,2005,36525
41,female,5106,2006,41210
41,female,5106,2007,39005
41,female,5106,2008,31614
41,female,5106,2009,40480
41,female,5106,2010,41725
41,female,5106,2011,42121
41,female,5106,2012,43681
41,female,5106,2013,38856
41,female,5106,2014,35868
41,female,5106,2015,33319
41,female,5106,2016,34887
41,female,5106,2017,28849
41,female,5106,2018,23718
42,female,5106,2000,24496
42,female,5106,2001,15403
42,female,5106,2002,12358
42,female,5106,2003,11310
42,female,5106,2004,29096
42,female,5106,2005,47910
42,female,5106,2006,36372
42,female,5106,2007,41038
42,female,5106,2008,38823
42,female,5106,2009,31429
42,female,5106,2010,40269
42,female,5106,2011,41500
42,female,5106,2012,41883
42,female,5106,2013,43433
42,female,5106,2014,38605
42,female,5106,2015,35616
42,female,5106,2016,33067
42,female,5106,2017,34630
42,female,5106,2018,28594
43,female,5106,2000,26437
43,female,5106,2001,24192
43,female,5106,2002,15313
43,female,5106,2003,12273
43,female,5106,2004,11226
43,female,5106,2005,28980
43,female,5106,2006,47756
43,female,5106,2007,36224
43,female,5106,2008,40872
43,female,5106,2009,38648
43,female,5106,2010,31250
43,female,5106,2011,40066
43,female,5106,2012,41284
43,female,5106,2013,41659
43,female,5106,2014,43199
43,female,5106,2015,38373
43,female,5106,2016,35384
43,female,5106,2017,32834
43,female,5106,2018,34392
44,female,5106,2000,27099
44,female,5106,2001,26205
44,female,5106,2002,24098
44,female,5106,2003,15235
44,female,5106,2004,12199
44,female,5106,2005,11147
44,female,5106,2006,28862
44,female,5106,2007,47599
44,female,5106,2008,36074
44,female,5106,2009,40703
44,female,5106,2010,38470
44,female,5106,2011,31070
44,female,5106,2012,39864
44,female,5106,2013,41072
44,female,5106,2014,41438
44,female,5106,2015,42972
44,female,5106,2016,38147
44,female,5106,2017,35157
44,female,5106,2018,32605
45,female,5106,2000,33418
45,female,5106,2001,26856
45,female,5106,2002,26099
45,female,5106,2003,23997
45,female,5106,2004,15151
45,female,5106,2005,12116
45,female,5106,2006,11058
45,female,5106,2007,28731
45,female,5106,2008,47428
45,female,5106,2009,35911
45,female,5106,2010,40523
45,female,5106,2011,38283
45,female,5106,2012,30882
45,female,5106,2013,39659
45,female,5106,2014,40859
45,female,5106,2015,41222
45,female,5106,2016,42754
45,female,5106,2017,37931
45,female,5106,2018,34940
46,female,5106,2000,31438
46,female,5106,2001,33165
46,female,5106,2002,26745
46,female,5106,2003,25992
46,female,5106,2004,23896
46,female,5106,2005,15067
46,female,5106,2006,12031
46,female,5106,2007,10965
46,female,5106,2008,28599
46,female,5106,2009,47257
46,female,5106,2010,35751
46,female,5106,2011,40348
46,female,5106,2012,38105
46,female,5106,2013,30708
46,female,5106,2014,39471
46,female,5106,2015,40670
46,female,5106,2016,41033
46,female,5106,2017,42565
46,female,5106,2018,37743
47,female,5106,2000,34306
47,female,5106,2001,31189
47,female,5106,2002,33028
47,female,5106,2003,26629
47,female,5106,2004,25880
47,female,5106,2005,23787
47,female,5106,2006,14971
47,female,5106,2007,11933
47,female,5106,2008,10859
47,female,5106,2009,28451
47,female,5106,2010,47071
47,female,5106,2011,35575
47,female,5106,2012,40161
47,female,5106,2013,37916
47,female,5106,2014,30522
47,female,5106,2015,39277
47,female,5106,2016,40477
47,female,5106,2017,40841
47,female,5106,2018,42372
48,female,5106,2000,36733
48,female,5106,2001,34038
48,female,5106,2002,31057
48,female,5106,2003,32897
48,female,5106,2004,26518
48,female,5106,2005,25771
48,female,5106,2006,23681
48,female,5106,2007,14880
48,female,5106,2008,11842
48,female,5106,2009,10764
48,female,5106,2010,28318
48,female,5106,2011,46905
48,female,5106,2012,35425
48,female,5106,2013,40004
48,female,5106,2014,37762
48,female,5106,2015,30377
48,female,5106,2016,39128
48,female,5106,2017,40329
48,female,5106,2018,40696
49,female,5106,2000,27336
49,female,5106,2001,36501
49,female,5106,2002,33908
49,female,5106,2003,30938
49,female,5106,2004,32775
49,female,5106,2005,26414
49,female,5106,2006,25666
49,female,5106,2007,23576
49,female,5106,2008,14791
49,female,5106,2009,11753
49,female,5106,2010,10670
49,female,5106,2011,28185
49,female,5106,2012,46735
49,female,5106,2013,35273
49,female,5106,2014,39844
49,female,5106,2015,37605
49,female,5106,2016,30232
49,female,5106,2017,38972
49,female,5106,2018,40173
50,female,5106,2000,23394
50,female,5106,2001,27109
50,female,5106,2002,36341
50,female,5106,2003,33761
50,female,5106,2004,30805
50,female,5106,2005,32638
50,female,5106,2006,26295
50,female,5106,2007,25547
50,female,5106,2008,23461
50,female,5106,2009,14695
50,female,5106,2010,11660
50,female,5106,2011,10574
50,female,5106,2012,28046
50,female,5106,2013,46558
50,female,5106,2014,35120
50,female,5106,2015,39685
50,female,5106,2016,37453
50,female,5106,2017,30093
50,female,5106,2018,38823
51,female,5106,2000,25717
51,female,5106,2001,23167
51,female,5106,2002,26962
51,female,5106,2003,36160
51,female,5106,2004,33596
51,female,5106,2005,30656
51,female,5106,2006,32482
51,female,5106,2007,26162
51,female,5106,2008,25416
51,female,5106,2009,23335
51,female,5106,2010,14593
51,female,5106,2011,11564
51,female,5106,2012,10478
51,female,5106,2013,27904
51,female,5106,2014,46373
51,female,5106,2015,34966
51,female,5106,2016,39526
51,female,5106,2017,37303
51,female,5106,2018,29960
52,female,5106,2000,18198
52,female,5106,2001,25490
52,female,5106,2002,23033
52,female,5106,2003,26813
52,female,5106,2004,35973
52,female,5106,2005,33421
52,female,5106,2006,30492
52,female,5106,2007,32309
52,female,5106,2008,26012
52,female,5106,2009,25264
52,female,5106,2010,23187
52,female,5106,2011,14474
52,female,5106,2012,11451
52,female,5106,2013,10366
52,female,5106,2014,27731
52,female,5106,2015,46141
52,female,5106,2016,34772
52,female,5106,2017,39319
52,female,5106,2018,37105
53,female,5106,2000,19130
53,female,5106,2001,18001
53,female,5106,2002,25347
53,female,5106,2003,22903
53,female,5106,2004,26667
53,female,5106,2005,35785
53,female,5106,2006,33243
53,female,5106,2007,30323
53,female,5106,2008,32130
53,female,5106,2009,25856
53,female,5106,2010,25109
53,female,5106,2011,23037
53,female,5106,2012,14357
53,female,5106,2013,11344
53,female,5106,2014,10261
53,female,5106,2015,27554
53,female,5106,2016,45889
53,female,5106,2017,34567
53,female,5106,2018,39096
54,female,5106,2000,17914
54,female,5106,2001,18929
54,female,5106,2002,17890
54,female,5106,2003,25204
54,female,5106,2004,22773
54,female,5106,2005,26520
54,female,5106,2006,35597
54,female,5106,2007,33065
54,female,5106,2008,30158
54,female,5106,2009,31956
54,female,5106,2010,25709
54,female,5106,2011,24964
54,female,5106,2012,22901
54,female,5106,2013,14258
54,female,5106,2014,11258
54,female,5106,2015,10180
54,female,5106,2016,27403
54,female,5106,2017,45666
54,female,5106,2018,34391
55,female,5106,2000,17879
55,female,5106,2001,17707
55,female,5106,2002,18797
55,female,5106,2003,17770
55,female,5106,2004,25048
55,female,5106,2005,22633
55,female,5106,2006,26363
55,female,5106,2007,35397
55,female,5106,2008,32882
55,female,5106,2009,29991
55,female,5106,2010,31783
55,female,5106,2011,25565
55,female,5106,2012,24826
55,female,5106,2013,22773
55,female,5106,2014,14166
55,female,5106,2015,11178
55,female,5106,2016,10106
55,female,5106,2017,27275
55,female,5106,2018,45487
56,female,5106,2000,16802
56,female,5106,2001,17669
56,female,5106,2002,17578
56,female,5106,2003,18667
56,female,5106,2004,17650
56,female,5106,2005,24892
56,female,5106,2006,22494
56,female,5106,2007,26208
56,female,5106,2008,35202
56,female,5106,2009,32703
56,female,5106,2010,29829
56,female,5106,2011,31618
56,female,5106,2012,25430
56,female,5106,2013,24698
56,female,5106,2014,22657
56,female,5106,2015,14083
56,female,5106,2016,11108
56,female,5106,2017,10041
56,female,5106,2018,27166
57,female,5106,2000,15664
57,female,5106,2001,16612
57,female,5106,2002,17539
57,female,5106,2003,17453
57,female,5106,2004,18541
57,female,5106,2005,17532
57,female,5106,2006,24738
57,female,5106,2007,22355
57,female,5106,2008,26053
57,female,5106,2009,35009
57,female,5106,2010,32527
57,female,5106,2011,29670
57,female,5106,2012,31457
57,female,5106,2013,25297
57,female,5106,2014,24572
57,female,5106,2015,22543
57,female,5106,2016,13999
57,female,5106,2017,11035
57,female,5106,2018,9973
58,female,5106,2000,14841
58,female,5106,2001,15464
58,female,5106,2002,16472
58,female,5106,2003,17398
58,female,5106,2004,17319
58,female,5106,2005,18405
58,female,5106,2006,17407
58,female,5106,2007,24575
58,female,5106,2008,22211
58,female,5106,2009,25896
58,female,5106,2010,34817
58,female,5106,2011,32354
58,female,5106,2012,29518
58,female,5106,2013,31306
58,female,5106,2014,25176
58,female,5106,2015,24461
58,female,5106,2016,22445
58,female,5106,2017,13927
58,female,5106,2018,10972
59,female,5106,2000,15954
59,female,5106,2001,14652
59,female,5106,2002,15330
59,female,5106,2003,16336
59,female,5106,2004,17262
59,female,5106,2005,17189
59,female,5106,2006,18272
59,female,5106,2007,17283
59,female,5106,2008,24415
59,female,5106,2009,22069
59,female,5106,2010,25741
59,female,5106,2011,34627
59,female,5106,2012,32184
59,female,5106,2013,29368
59,female,5106,2014,31159
59,female,5106,2015,25058
59,female,5106,2016,24353
59,female,5106,2017,22350
59,female,5106,2018,13858
60,female,5106,2000,14224
60,female,5106,2001,15746
60,female,5106,2002,14519
60,female,5106,2003,15198
60,female,5106,2004,16201
60,female,5106,2005,17125
60,female,5106,2006,17055
60,female,5106,2007,18134
60,female,5106,2008,17155
60,female,5106,2009,24249
60,female,5106,2010,21921
60,female,5106,2011,25578
60,female,5106,2012,34428
60,female,5106,2013,32005
60,female,5106,2014,29210
60,female,5106,2015,31002
60,female,5106,2016,24933
60,female,5106,2017,24237
60,female,5106,2018,22247
61,female,5106,2000,14081
61,female,5106,2001,14020
61,female,5106,2002,15580
61,female,5106,2003,14372
61,female,5106,2004,15051
61,female,5106,2005,16053
61,female,5106,2006,16975
61,female,5106,2007,16911
61,female,5106,2008,17988
61,female,5106,2009,17021
61,female,5106,2010,24077
61,female,5106,2011,21770
61,female,5106,2012,25416
61,female,5106,2013,34233
61,female,5106,2014,31835
61,female,5106,2015,29064
61,female,5106,2016,30862
61,female,5106,2017,24824
61,female,5106,2018,24141
62,female,5106,2000,14070
62,female,5106,2001,13852
62,female,5106,2002,13849
62,female,5106,2003,15401
62,female,5106,2004,14213
62,female,5106,2005,14893
62,female,5106,2006,15892
62,female,5106,2007,16813
62,female,5106,2008,16757
62,female,5106,2009,17833
62,female,5106,2010,16880
62,female,5106,2011,23898
62,female,5106,2012,21616
62,female,5106,2013,25253
62,female,5106,2014,34040
62,female,5106,2015,31670
62,female,5106,2016,28926
62,female,5106,2017,30733
62,female,5106,2018,24728
63,female,5106,2000,13137
63,female,5106,2001,13830
63,female,5106,2002,13668
63,female,5106,2003,13673
63,female,5106,2004,15215
63,female,5106,2005,14048
63,female,5106,2006,14727
63,female,5106,2007,15723
63,female,5106,2008,16643
63,female,5106,2009,16594
63,female,5106,2010,17669
63,female,5106,2011,16732
63,female,5106,2012,23709
63,female,5106,2013,21453
63,female,5106,2014,25080
63,female,5106,2015,33833
63,female,5106,2016,31492
63,female,5106,2017,28776
63,female,5106,2018,30592
64,female,5106,2000,13852
64,female,5106,2001,12905
64,female,5106,2002,13634
64,female,5106,2003,13483
64,female,5106,2004,13495
64,female,5106,2005,15026
64,female,5106,2006,13880
64,female,5106,2007,14559
64,female,5106,2008,15551
64,female,5106,2009,16470
64,female,5106,2010,16430
64,female,5106,2011,17504
64,female,5106,2012,16583
64,female,5106,2013,23517
64,female,5106,2014,21290
64,female,5106,2015,24905
64,female,5106,2016,33620
64,female,5106,2017,31310
64,female,5106,2018,28624
65,female,5106,2000,12721
65,female,5106,2001,13592
65,female,5106,2002,12701
65,female,5106,2003,13428
65,female,5106,2004,13288
65,female,5106,2005,13308
65,female,5106,2006,14828
65,female,5106,2007,13704
65,female,5106,2008,14383
65,female,5106,2009,15373
65,female,5106,2010,16291
65,female,5106,2011,16261
65,female,5106,2012,17335
65,female,5106,2013,16432
65,female,5106,2014,23323
65,female,5106,2015,21126
65,female,5106,2016,24731
65,female,5106,2017,33412
65,female,5106,2018,31135
66,female,5106,2000,11015
66,female,5106,2001,12456
66,female,5106,2002,13351
66,female,5106,2003,12485
66,female,5106,2004,13211
66,female,5106,2005,13082
66,female,5106,2006,13111
66,female,5106,2007,14619
66,female,5106,2008,13519
66,female,5106,2009,14199
66,female,5106,2010,15187
66,female,5106,2011,16106
66,female,5106,2012,16088
66,female,5106,2013,17163
66,female,5106,2014,16280
66,female,5106,2015,23129
66,female,5106,2016,20965
66,female,5106,2017,24562
66,female,5106,2018,33211
67,female,5106,2000,12303
67,female,5106,2001,10770
67,female,5106,2002,12220
67,female,5106,2003,13109
67,female,5106,2004,12267
67,female,5106,2005,12990
67,female,5106,2006,12872
67,female,5106,2007,12909
67,female,5106,2008,14404
67,female,5106,2009,13329
67,female,5106,2010,14008
67,female,5106,2011,14994
67,female,5106,2012,15913
67,female,5106,2013,15906
67,female,5106,2014,16982
67,female,5106,2015,16119
67,female,5106,2016,22921
67,female,5106,2017,20790
67,female,5106,2018,24377
68,female,5106,2000,11359
68,female,5106,2001,12005
68,female,5106,2002,10540
68,female,5106,2003,11970
68,female,5106,2004,12852
68,female,5106,2005,12037
68,female,5106,2006,12756
68,female,5106,2007,12650
68,female,5106,2008,12697
68,female,5106,2009,14179
68,female,5106,2010,13130
68,female,5106,2011,13811
68,female,5106,2012,14796
68,female,5106,2013,15716
68,female,5106,2014,15722
68,female,5106,2015,16800
68,female,5106,2016,15959
68,female,5106,2017,22717
68,female,5106,2018,20621
69,female,5106,2000,10547
69,female,5106,2001,11048
69,female,5106,2002,11715
69,female,5106,2003,10295
69,female,5106,2004,11705
69,female,5106,2005,12580
69,female,5106,2006,11793
69,female,5106,2007,12510
69,female,5106,2008,12418
69,female,5106,2009,12475
69,female,5106,2010,13947
69,female,5106,2011,12927
69,female,5106,2012,13611
69,female,5106,2013,14596
69,female,5106,2014,15519
69,female,5106,2015,15541
69,female,5106,2016,16624
69,female,5106,2017,15807
69,female,5106,2018,22527
70,female,5106,2000,10572
70,female,5106,2001,10234
70,female,5106,2002,10757
70,female,5106,2003,11419
70,female,5106,2004,10045
70,female,5106,2005,11434
70,female,5106,2006,12302
70,female,5106,2007,11542
70,female,5106,2008,12257
70,female,5106,2009,12179
70,female,5106,2010,12247
70,female,5106,2011,13706
70,female,5106,2012,12716
70,female,5106,2013,13403
70,female,5106,2014,14389
70,female,5106,2015,15315
70,female,5106,2016,15352
70,female,5106,2017,16440
70,female,5106,2018,15648
71,female,5106,2000,9565
71,female,5106,2001,10231
71,female,5106,2002,9933
71,female,5106,2003,10454
71,female,5106,2004,11112
71,female,5106,2005,9786
71,female,5106,2006,11152
71,female,5106,2007,12013
71,female,5106,2008,11285
71,female,5106,2009,11998
71,female,5106,2010,11935
71,female,5106,2011,12016
71,female,5106,2012,13465
71,female,5106,2013,12506
71,female,5106,2014,13198
71,female,5106,2015,14186
71,female,5106,2016,15119
71,female,5106,2017,15173
71,female,5106,2018,16268
72,female,5106,2000,10076
72,female,5106,2001,9192
72,female,5106,2002,9869
72,female,5106,2003,9599
72,female,5106,2004,10120
72,female,5106,2005,10775
72,female,5106,2006,9505
72,female,5106,2007,10851
72,female,5106,2008,11708
72,female,5106,2009,11016
72,female,5106,2010,11732
72,female,5106,2011,11690
72,female,5106,2012,11789
72,female,5106,2013,13233
72,female,5106,2014,12311
72,female,5106,2015,13014
72,female,5106,2016,14013
72,female,5106,2017,14959
72,female,5106,2018,15038
73,female,5106,2000,8417
73,female,5106,2001,9657
73,female,5106,2002,8840
73,female,5106,2003,9508
73,female,5106,2004,9264
73,female,5106,2005,9784
73,female,5106,2006,10436
73,female,5106,2007,9220
73,female,5106,2008,10545
73,female,5106,2009,11398
73,female,5106,2010,10742
73,female,5106,2011,11460
73,female,5106,2012,11438
73,female,5106,2013,11555
73,female,5106,2014,12994
73,female,5106,2015,12109
73,female,5106,2016,12823
73,female,5106,2017,13831
73,female,5106,2018,14790
74,female,5106,2000,7333
74,female,5106,2001,8063
74,female,5106,2002,9281
74,female,5106,2003,8508
74,female,5106,2004,9165
74,female,5106,2005,8942
74,female,5106,2006,9457
74,female,5106,2007,10101
74,female,5106,2008,8936
74,female,5106,2009,10234
74,female,5106,2010,11077
74,female,5106,2011,10453
74,female,5106,2012,11167
74,female,5106,2013,11162
74,female,5106,2014,11291
74,female,5106,2015,12715
74,female,5106,2016,11865
74,female,5106,2017,12582
74,female,5106,2018,13590
75,female,5106,2000,7486
75,female,5106,2001,7003
75,female,5106,2002,7725
75,female,5106,2003,8905
75,female,5106,2004,8173
75,female,5106,2005,8816
75,female,5106,2006,8613
75,female,5106,2007,9120
75,female,5106,2008,9754
75,female,5106,2009,8639
75,female,5106,2010,9907
75,female,5106,2011,10738
75,female,5106,2012,10146
75,female,5106,2013,10854
75,female,5106,2014,10862
75,female,5106,2015,11002
75,female,5106,2016,12406
75,female,5106,2017,11591
75,female,5106,2018,12308
76,female,5106,2000,6637
76,female,5106,2001,7119
76,female,5106,2002,6679
76,female,5106,2003,7379
76,female,5106,2004,8518
76,female,5106,2005,7829
76,female,5106,2006,8456
76,female,5106,2007,8272
76,female,5106,2008,8771
76,female,5106,2009,9393
76,female,5106,2010,8330
76,female,5106,2011,9566
76,female,5106,2012,10383
76,female,5106,2013,9823
76,female,5106,2014,10523
76,female,5106,2015,10545
76,female,5106,2016,10696
76,female,5106,2017,12077
76,female,5106,2018,11299
77,female,5106,2000,5485
77,female,5106,2001,6268
77,female,5106,2002,6745
77,female,5106,2003,6339
77,female,5106,2004,7015
77,female,5106,2005,8112
77,female,5106,2006,7467
77,female,5106,2007,8079
77,female,5106,2008,7916
77,female,5106,2009,8407
77,female,5106,2010,9018
77,female,5106,2011,8011
77,female,5106,2012,9215
77,female,5106,2013,10018
77,female,5106,2014,9493
77,female,5106,2015,10186
77,female,5106,2016,10225
77,female,5106,2017,10388
77,female,5106,2018,11750
78,female,5106,2000,5069
78,female,5106,2001,5149
78,female,5106,2002,5904
78,female,5106,2003,6365
78,female,5106,2004,5992
78,female,5106,2005,6644
78,female,5106,2006,7696
78,female,5106,2007,7096
78,female,5106,2008,7691
78,female,5106,2009,7549
78,female,5106,2010,8031
78,female,5106,2011,8630
78,female,5106,2012,7679
78,female,5106,2013,8849
78,female,5106,2014,9637
78,female,5106,2015,9148
78,female,5106,2016,9832
78,female,5106,2017,9886
78,female,5106,2018,10061
79,female,5106,2000,4579
79,female,5106,2001,4721
79,female,5106,2002,4812
79,female,5106,2003,5529
79,female,5106,2004,5974
79,female,5106,2005,5635
79,female,5106,2006,6260
79,female,5106,2007,7266
79,female,5106,2008,6713
79,female,5106,2009,7290
79,female,5106,2010,7169
79,female,5106,2011,7642
79,female,5106,2012,8229
79,female,5106,2013,7335
79,female,5106,2014,8470
79,female,5106,2015,9243
79,female,5106,2016,8791
79,female,5106,2017,9468
79,female,5106,2018,9538
80,female,5106,2000,4548
80,female,5106,2001,4235
80,female,5106,2002,4382
80,female,5106,2003,4476
80,female,5106,2004,5154
80,female,5106,2005,5579
80,female,5106,2006,5273
80,female,5106,2007,5869
80,female,5106,2008,6826
80,female,5106,2009,6319
80,female,5106,2010,6875
80,female,5106,2011,6774
80,female,5106,2012,7236
80,female,5106,2013,7807
80,female,5106,2014,6972
80,female,5106,2015,8067
80,female,5106,2016,8820
80,female,5106,2017,8405
80,female,5106,2018,9070
81,female,5106,2000,3645
81,female,5106,2001,4196
81,female,5106,2002,3918
81,female,5106,2003,4060
81,female,5106,2004,4153
81,female,5106,2005,4789
81,female,5106,2006,5192
81,female,5106,2007,4914
81,female,5106,2008,5478
81,female,5106,2009,6380
81,female,5106,2010,5914
81,female,5106,2011,6444
81,female,5106,2012,6359
81,female,5106,2013,6802
81,female,5106,2014,7349
81,female,5106,2015,6573
81,female,5106,2016,7616
81,female,5106,2017,8339
81,female,5106,2018,7958
82,female,5106,2000,3030
82,female,5106,2001,3317
82,female,5106,2002,3833
82,female,5106,2003,3586
82,female,5106,2004,3723
82,female,5106,2005,3817
82,female,5106,2006,4410
82,female,5106,2007,4790
82,female,5106,2008,4542
82,female,5106,2009,5073
